CUI,STR
C0002874,aplastic anemia nos
C0002874,aplastic anaemia
C0002874,bone marrow aplasia
C0002874,"Aplastic anemia, unspecified"
C0005959,MARROW HYPERPLASIA
C0005959,MARROW HYPERPLASIA OF
C0005959,HYPERPLASIA BONE MARROW
C0005959,bone marrow hyperplasia
C0005959,bone hyperplasia marrow
C0005959,marrow hyperplasia
C0005959,Hyperplasia of Bone Marrow
C0005959,Marrow Hyperplasia
C0005959,Bone Marrow Hyperplasia
C0026987,Myelofibrosis
C0026987,MYELOFIBROSIS
C0026987,myelofibrosis
C0026987,Myelofibrosis NOS
C0026987,MMM
C0026987,MYELOFIBROSIS WITH MYELOID METAPLASIA
C0026987,chronic idiopathic myelofibrosis
C0026987,fibrosis bone marrow
C0026987,bone fibrosis marrow
C0026987,bone marrow fibrosis
C0026987,myelosclerosis
C0026987,mos
C0032461,Polycythemias
C0032461,Polycythemia
C0032461,POLYCYTHAEMIA
C0032461,POLYCYTHEMIA
C0032461,polycythemia
C0032461,Polycythemia [Disease/Finding]
C0032461,polycythaemia
C0032461,Abnormally shaped erythrocytes
C0282609,Bone Marrow Neoplasm
C0282609,Bone Marrow Neoplasms
C0282609,"Neoplasm, Bone Marrow"
C0282609,bone marrow neoplasm
C0282609,BONE MARROW NEOPL
C0282609,NEOPL BONE MARROW
C0282609,"Neoplasms, Bone Marrow"
C0282609,Bone Marrow Neoplasms [Disease/Finding]
C0282609,bone marrow cancer
C0282609,bone marrow neoplasms
C0282609,bone cancer marrow
C0282609,cancer bone marrow
C0282609,Neoplasm of Bone Marrow
C0282609,Bone Marrow Tumor
C0005955,Bone Marrow Cells
C0005955,Bone Marrow Cell
C0005955,"Cell, Bone Marrow"
C0005955,"Cells, Bone Marrow"
C0005955,"Marrow Cell, Bone"
C0005955,"Marrow Cells, Bone"
C0005955,Bone marrow cell
C0005955,bone marrow cells
C0005955,cell bone marrow
C0005955,bone cell marrow
C0005955,bone cells marrow
C0005955,bone marrow cell
C0005955,cells bone marrow
C0005955,Bone marrow cells
C0005955,Bone Marrow Blood-Forming Cells
C0005955,Bone Marrow Blood-Forming Cell
C0005961,Bone Marrow Grafting
C0005961,Bone Marrow Transplantation
C0005961,BONE MARROW TRANSPLANT
C0005961,bone marrow transplantation
C0005961,Bone marrow transplant
C0005961,BONE MARROW TRANSPL
C0005961,TRANSPL BONE MARROW
C0005961,BMT
C0005961,Bone marrow trnsplnt NOS
C0005961,bone marrow grafting
C0005961,bone marrow transplantations
C0005961,bone marrow transplant
C0005961,bone marrow transplant bmt
C0005961,bmt
C0005961,bone marrow transplant (BMT)
C0005961,bone marrow transplants
C0005961,bone marrow graft
C0005961,Bone marrow--Transplantation
C0005961,"Bone marrow transplant, NOS"
C0005961,"Grafting, Bone Marrow"
C0005961,"Transplantation, Bone Marrow"
C0005961,"transplantation, bone marrow"
C0005961,Bone Marrow Transplant
C0005961,Marrow Transplantation
C0005961,"Bone marrow transplant, not otherwise specified"
C0018939,Blood Disease
C0018939,"Disease, Hematologic"
C0018939,"Disease, Hematological"
C0018939,"Diseases, Blood"
C0018939,"Diseases, Hematologic"
C0018939,"Diseases, Hematological"
C0018939,Hematologic Diseases
C0018939,Hematological Disease
C0018939,HEMATOLOGIC PROBLEM
C0018939,BLOOD DYSCRASIA
C0018939,DYSCRASIA BLOOD (NOS)
C0018939,"HEMATOLOGIC PROBLEM, NOS"
C0018939,blood disorder
C0018939,DISORDER HEMATOLOGIC
C0018939,"Disease, Blood"
C0018939,HEMATOLOGIC DISORDER
C0018939,Hematologic Disease
C0018939,Blood Dyscrasia
C0018939,DISORDER BLOOD (NOS)
C0018939,blood disorder diagnosis
C0018939,HEMATOLOGIC DISORDERS
C0018939,HEMATOL DIS
C0018939,BLOOD DIS
C0018939,blood system disorder
C0018939,Blood disease NOS
C0018939,Diseases of the blood and blood-forming organs
C0018939,Blood Diseases
C0018939,Hematologic Diseases [Disease/Finding]
C0018939,Hematological Diseases
C0018939,blood dyscrasia
C0018939,haematological disorders
C0018939,hematologic diseases
C0018939,hematological diseases
C0018939,hematological disorders
C0018939,blood disease
C0018939,blood diseases
C0018939,hematologic disorder
C0018939,hematological disease
C0018939,blood disorders
C0018939,hematologic disease
C0018939,hematological disorder
C0018939,blood dyscrasias
C0018939,hematologic disorders
C0018939,Blood Disorder
C0018939,Hematologic Disorder
C0018939,Hematological Disorder
C0018939,Blood Disorders
C0018939,Hematologic Disorders
C0018939,Hematologic diseases
C0018939,Blood--Diseases
C0018939,Blood diseases
C0018939,Hematologic disease
C0018939,Hematologic and Lymphocytic Disorder
C0018939,Unspecified diseases of blood and blood-forming organs
C0018939,DISEASES OF THE BLOOD AND BLOOD-FORMING ORGANS
C0018939,Blood dyscrasia NOS
C0229624,"Marrow, Red"
C0229624,Medulla ossium rubra
C0229624,Red bone marrow
C0229624,bone marrow red
C0229624,marrow red
C0229624,red marrow
C0229624,red bone marrow
C0229624,Structure of red bone marrow
C0229624,Red Marrow
C0229625,"Marrow, Yellow"
C0229625,Yellow bone marrow
C0229625,Medulla ossium flava
C0229625,marrow yellow
C0229625,yellow marrow
C0229625,Structure of yellow bone marrow
C0229625,Yellow Marrow
C0376152,Marrow
C0376152,marrow
C1533618,Fat embolism as early complication of trauma (disorder)
C1533618,Fat embolism
C1533618,bone marrow embolus
C1533618,fat embolism syndrome
C1533618,marrow embolism
C1533618,Fat embolism as an early complication of trauma
C1533618,Fat Embolism Syndrome
C2613440,Operation on bone marrow
C0002447,AMELIA
C0002447,amelia
C0002447,Amelia
C0002447,Congenital absence of limb NOS
C0002447,Amelia of unspecified limb
C0006444,Bursitides
C0006444,Bursitis
C0006444,BURSITIS
C0006444,bursitis
C0006444,Bursitis [Disease/Finding]
C0006444,bursa inflammation
C0006444,inflammation of bursa
C0006444,Bursitis NOS
C0007527,Cecal Disease
C0007527,Cecal Diseases
C0007527,"Disease, Cecal"
C0007527,"Diseases, Cecal"
C0007527,CECAL DIS
C0007527,Cecal Diseases [Disease/Finding]
C0007859,NECK PAIN
C0007859,CERVICAL PAIN
C0007859,Neck pain
C0007859,PAIN NECK
C0007859,"Ache, Neck"
C0007859,"Aches, Neck"
C0007859,Neck Aches
C0007859,Neck Pain
C0007859,Neck Pains
C0007859,Neckaches
C0007859,"Pain, Neck"
C0007859,"Pains, Neck"
C0007859,Pain In Neck
C0007859,Cervical Pains
C0007859,"Pain, Cervical"
C0007859,"Pains, Cervical"
C0007859,Cervicalgias
C0007859,Cervicodynias
C0007859,Cervicalgia
C0007859,Cervical Pain
C0007859,Cervicodynia
C0007859,Neck Ache
C0007859,Neck Pain [Disease/Finding]
C0007859,Neckache
C0007859,neck pain
C0007859,neckache
C0007859,neck aches
C0007859,pain in neck
C0007859,cervicodynia
C0007859,neck ache
C0007859,painful neck
C0007859,cervical pain
C0007859,cervicalgia
C0007859,Pain in neck
C0008449,Chondrodystrophy
C0008449,CHONDRODYSTROPHY
C0008449,chondrodystrophy
C0008449,DISORDER CARTILAGE DEVELOPMENT (NOS)
C0008449,chondrodystrophies
C0008449,Cartilage Development Disorder
C0009081,Clubfoot
C0009081,CLUB FOOT
C0009081,CLUBBED FOOT
C0009081,CLUBFOOT
C0009081,Congenital clubfoot
C0009081,Clubfeet
C0009081,Pes equinus
C0009081,Pes equinovarus
C0009081,Equinovarus deformity
C0009081,Talipes equinovarus
C0009081,Equinovarus
C0009081,Club feet
C0009081,CCF
C0009081,Clubbed Foot
C0009081,Talipes Equinovarus
C0009081,Clubfoot [Disease/Finding]
C0009081,clubfoot disorders
C0009081,club foot
C0009081,congenital equinovarus
C0009081,congenital talipes equinovarus
C0009081,talipes equinovarus
C0009081,congenital clubfoot
C0009081,clubfoot
C0009081,equinovarus
C0009081,congenital club foot
C0009081,Pie Torcidos
C0009081,"Talipes Equinovarus, Congenital"
C0009081,Congenital Talipes Equinovarus
C0009081,Pie Torcido
C0009081,Club foot
C0009081,"Talipes equinovarus, congenital"
C0009081,"Clubfoot, Congenital"
C0009081,Talipes equinovarus (clubfoot)
C0009081,"CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY"
C0009081,Club Foot
C0009081,Talipes
C0009081,"Foot, talipes equinovarus"
C0009081,Congenital club feet
C0009081,"Clubfeet, Congenital"
C0009081,Congenital Clubfeet
C0009081,Congenital Clubfoot
C0009081,Clubbing of feet
C0009081,Congenital equinovarus
C0013312,"Contracture, Dupuytren's"
C0013312,DUPUYTRENS CONTRACTURE
C0013312,DUPUYTREN'S CONTRACTURE
C0013312,Dupuytren's contracture
C0013312,Dupuytrens Contracture
C0013312,Hand(s) Dupuytrens Contracture(s)
C0013312,CONTRACTURE DUPYTREN'S
C0013312,DUPUYTREN CONTRACTURE
C0013312,Dupuytren Contracture
C0013312,Contracted palmar fascia
C0013312,"Contracture, Dupuytren"
C0013312,Dupuytren Contracture [Disease/Finding]
C0013312,Dupuytren's Contracture
C0013312,contractures dupuytren's
C0013312,dupuytren's contracture
C0013312,contractures dupuytrens
C0013312,contracture dupuytrens's
C0013312,dupytren's contracture
C0013312,contractures dupuytren
C0013312,dupuytrens contracture
C0013312,fibromatosis palmar
C0013312,contracture dupuytren
C0013312,contracture dupuytren's
C0013312,dupuytren contracture
C0013312,palmar fibromatosis
C0013312,Dupuytren contracture
C0013312,Palmar Fibromatosis
C0013312,Contracture of palmar fascia
C0013589,Ectromelia
C0013589,ECTROMELIA
C0013589,Ectromelia [Disease/Finding]
C0013589,Ectromelia of unspecified limb
C0014571,"Epiphyses, Slipped"
C0014571,Epiphysiolyses
C0014571,Slipped Epiphyses
C0014571,Slipped Epiphysis
C0014571,"Epiphyses, Slipped [Disease/Finding]"
C0014571,Epiphysiolysis
C0014571,epiphysis slip
C0014571,slipped epiphysis
C0014571,epiphysiolysis
C0015645,Fasciitides
C0015645,Fasciitis
C0015645,Fascitides
C0015645,FASCIITIS
C0015645,"FASCIITIS, DIFFUSE"
C0015645,FASCITIS
C0015645,Fascitis
C0015645,fasciitis
C0015645,Fasciitis NOS
C0015645,Fasciitis [Disease/Finding]
C0015645,Inflammation of the fascia
C0015645,"Fasciitis, unspecified"
C0016199,FLANK PAIN
C0016199,PAIN FLANK
C0016199,Flank Pain
C0016199,Flank Pain [Disease/Finding]
C0016199,pain flank
C0016199,flank pain
C0016199,"Pain, Flank"
C0016199,"Pains, Flank"
C0016199,Flank Pains
C0016199,Flank pain
C0016508,"Foot Deformities, Congenital"
C0016508,MALFORMATION FOOT
C0016508,CONGEN FOOT DEFORMITIES
C0016508,DEFORMITY CONGEN FOOT
C0016508,DEFORMITIES CONGEN FOOT
C0016508,CONGEN FOOT DEFORMITY
C0016508,FOOT DEFORMITY CONGEN
C0016508,FOOT DEFORMITIES CONGEN
C0016508,"Deformities, Congenital Foot"
C0016508,"Deformity, Congenital Foot"
C0016508,"Foot Deformities, Congenital [Disease/Finding]"
C0016508,Congenital Foot Deformities
C0016508,"Foot Deformity, Congenital"
C0016508,Congenital Foot Deformity
C0016508,foot malformation
C0016508,feet deformities
C0016508,congenital foot deformities
C0016508,anomalies congenital foot
C0016508,Congenital deformity of foot NOS
C0016655,Multiple fractures
C0016655,bone fractures multiple
C0016655,multiple fractures
C0016655,fractures multiple
C0016655,multiple fracture
C0016655,"Bone fractures, multiple"
C0016655,Multiple spontaneous fractures
C0016655,Recurrent fractures
C0016655,Multiple Fracture
C0016655,"Fractures, Multiple"
C0016655,Multiple Fractures
C0016655,"Fracture, Multiple"
C0016655,"Fractures, Multiple [Disease/Finding]"
C0018566,Congenital Hand Deformities
C0018566,"Hand Deformities, Congenital"
C0018566,MALFORMATION HAND
C0018566,CONGEN HAND DEFORMITIES
C0018566,DEFORMITIES CONGEN HAND
C0018566,HAND DEFORMITIES CONGEN
C0018566,DEFORMITY CONGEN HAND
C0018566,HAND DEFORMITY CONGEN
C0018566,CONGEN HAND DEFORMITY
C0018566,Congenital Hand Deformity
C0018566,"Hand Deformities, Congenital [Disease/Finding]"
C0018566,"Hand Deformity, Congenital"
C0018566,"Deformity, Congenital Hand"
C0018566,"Deformities, Congenital Hand"
C0018566,hand malformation
C0018566,congenital deformities hand
C0018566,congenital hand malformations
C0018566,congenital hand deformities
C0018566,malformation hand
C0018566,congenital deformity hand
C0018566,congenital hand deformity
C0018924,Hemarthroses
C0018924,Hemarthrosis
C0018924,HAEMARTHROSIS
C0018924,HEMARTHROSIS
C0018924,JOINT BLEEDING
C0018924,Hemarthrosis-unspec
C0018924,Hemarthrosis [Disease/Finding]
C0018924,hemarthrosis
C0018924,hemarthroses
C0018924,joint bleeding
C0018924,joint bleed
C0018924,bleeding joints
C0018924,haemarthrosis
C0018924,bleeding joint
C0018924,Spontaneous joint hemorrhage
C0018924,Joint hemorrhage
C0018924,Joint haemorrhage
C0018924,Bleeding within a joint
C0018924,"Hemarthrosis, site unspecified"
C0018987,HEMIMELIA
C0018987,Hemimelia
C0018987,hemimelias
C0018987,hemimelia
C0020492,Bone Hypertrophies
C0020492,Hyperostoses
C0020492,Hyperostosis
C0020492,"Hypertrophies, Bone"
C0020492,HYPEROSTOSIS
C0020492,"Hypertrophy, Bone"
C0020492,Bone Hypertrophy
C0020492,Hyperostosis [Disease/Finding]
C0020492,bony overgrowth
C0020492,bone hypertrophy
C0020492,hypertrophy of bone
C0020492,hyperostosis
C0020492,Bone overgrowth
C0020492,Hypertrophy of bone
C0020498,"Ankylosing Hyperostoses, Vertebral"
C0020498,"Ankylosing Hyperostosis, Vertebral"
C0020498,"Disease, Forestier"
C0020498,"Hyperostoses, Vertebral Ankylosing"
C0020498,"Hyperostosis, Diffuse Idiopathic Skeletal"
C0020498,"Hyperostosis, Vertebral Ankylosing"
C0020498,Vertebral Ankylosing Hyperostoses
C0020498,DISH
C0020498,ANKYLOSING VERTEBRAL HYPEROSTOSIS WITH TYLOSIS
C0020498,DIFFUSE IDIOPATHIC SKELETAL HYPEROSTOSIS
C0020498,FORESTIER DIS
C0020498,Ankyl vert hyperostosis
C0020498,Diffuse Idiopathic Skeletal Hyperostosis
C0020498,Forestier's Disease
C0020498,"Hyperostosis, Diffuse Idiopathic Skeletal [Disease/Finding]"
C0020498,Forestier Disease
C0020498,Vertebral Ankylosing Hyperostosis
C0020498,ankylosing hyperostosis vertebral
C0020498,forestier disease
C0020498,diffuse idiopathic skeletal hyperostosis (DISH)
C0020498,forestier's disease
C0020498,"Disease, Forestier's"
C0020498,Forestier Rotes Disease
C0020498,Forestiers Disease
C0020498,"Disease, Forestier-Rotes"
C0020498,Ankylosing Vertebral Hyperostosis with Tylosis
C0020498,Forestier-Rotes Disease
C0020498,Ankylosing vertebral hyperostosis
C0022408,Joint Diseases
C0022408,ARTHROSIS
C0022408,JOINT DISORDER
C0022408,"ARTHROPATHY, NOS"
C0022408,ARTHROPATHY
C0022408,ARTHROPATHY (NOS)
C0022408,DISORDER JOINT
C0022408,Joint Disease
C0022408,Joint Disorders
C0022408,joint disorder
C0022408,arthropathy
C0022408,Arthropathy
C0022408,JOINT DIS
C0022408,arthropathic
C0022408,joint diseases
C0022408,Arthropathy NOS-unspec
C0022408,Joint dis NOS-unspec jt
C0022408,Joint Diseases [Disease/Finding]
C0022408,joint dysfunction
C0022408,arthrosis
C0022408,arthropathy nos
C0022408,articular disease
C0022408,diseases of joints
C0022408,joint disorders
C0022408,arthropathies
C0022408,joint disease
C0022408,diseases of the joints
C0022408,Joints--Diseases
C0022408,"Disorder, Joint"
C0022408,Joint Disorder
C0022408,Joint disease
C0022408,Arthropathies
C0022408,Arthroses
C0022408,Arthrosis
C0022408,"Arthropathy, unspecified"
C0022408,Unspecified disorder of joint
C0022408,"Arthropathy, unspecified, site unspecified"
C0022408,"Unspecified disorder of joint, site unspecified"
C0024003,Lordosis
C0024003,LORDOSIS
C0024003,Hyperlordosis
C0024003,Lordosis [Disease/Finding]
C0024003,lordosis
C0024003,hyperlordotic
C0024003,swayback
C0024003,accentuate lordosis
C0024003,Prominent swayback
C0024031,"Back Pain, Low"
C0024031,"Back Pains, Low"
C0024031,Low Back Pain
C0024031,Low Back Pains
C0024031,Lumbago
C0024031,"Ache, Low Back"
C0024031,"Aches, Low Back"
C0024031,"Back Ache, Low"
C0024031,"Back Aches, Low"
C0024031,"Back Pain, Lower"
C0024031,"Back Pains, Lower"
C0024031,"Backache, Low"
C0024031,"Backaches, Low"
C0024031,Low Back Aches
C0024031,Low Backaches
C0024031,Lower Back Pains
C0024031,"Pain, Lower Back"
C0024031,"Pains, Lower Back"
C0024031,"BACK PAIN, LOWER"
C0024031,LOW BACK PAIN
C0024031,LUMBAGO
C0024031,"Pain, Low Back"
C0024031,"Pains, Low Back"
C0024031,lumbago
C0024031,Lower Back Pain
C0024031,Low Back Pain [Disease/Finding]
C0024031,Low Backache
C0024031,Low Back Ache
C0024031,low back pain
C0024031,lower back pain
C0024031,lumbalgia
C0024031,lumbar pain
C0024031,low backache
C0024031,low back pains
C0024031,lower back pains
C0024031,lumbar pains
C0024031,Lower back pain
C0024031,Low back pain
C0024031,Low back syndrome
C0024031,Lumbalgia
C0025587,Metatarsalgia
C0025587,Metatarsalgia [Disease/Finding]
C0025587,metatarsalgia
C0025587,metatarsalgias
C0025587,Metatarsalgia NOS
C0025990,Micrognathism
C0025990,Micrognathisms
C0025990,MICROGNATHIA
C0025990,Small jaw
C0025990,Micrognathia
C0025990,Small mandible
C0025990,Micrognathism [Disease/Finding]
C0025990,congenital micrognathia
C0025990,micrognathia
C0025990,small jaw
C0025990,congenital mandibular hypoplasia
C0025990,mandibular micrognathia
C0025990,micrognathism
C0025990,Mandible small
C0025990,"Micrognathism, Congenital"
C0025990,"Micrognathias, Congenital"
C0025990,"Micrognathias, Mandibular"
C0025990,Mandibular Micrognathisms
C0025990,"Micrognathia, Congenital"
C0025990,Mandibular Micrognathias
C0025990,Micrognathias
C0025990,Congenital Micrognathias
C0025990,"Micrognathia, Mandibular"
C0025990,"Micrognathisms, Mandibular"
C0025990,Congenital Micrognathisms
C0025990,"Micrognathism, Mandibular"
C0025990,"Micrognathisms, Congenital"
C0025990,Mandibular Micrognathia
C0025990,Mandibular Micrognathism
C0025990,Congenital Micrognathia
C0025990,Congenital Micrognathism
C0026846,"Atrophies, Muscular"
C0026846,Muscular Atrophies
C0026846,Muscular Atrophy
C0026846,MUSCLE ATROPHY
C0026846,ATROPHY MUSCLE
C0026846,"Atrophy, Muscular"
C0026846,Muscle wasting
C0026846,Muscular atrophy
C0026846,Amyotrophy
C0026846,Muscle atrophy
C0026846,muscle wasting
C0026846,muscle atrophy
C0026846,"Atrophies, Muscle"
C0026846,Muscle Atrophies
C0026846,Muscle Atrophy
C0026846,Muscular Atrophy [Disease/Finding]
C0026846,"Atrophy, Muscle"
C0026846,muscular atrophy
C0026846,amyotrophia
C0026846,amyotrophy
C0026846,amyotrophies
C0026846,muscular atrophies
C0026846,Muscle Wasting
C0026846,Amyotrophia NOS
C0026848,Myopathy
C0026848,Muscular Disease
C0026848,Muscular Diseases
C0026848,muscle disorder
C0026848,DISORDER MUSCLE
C0026848,MUSCLE DISORDER
C0026848,MYOPATHY
C0026848,myopathy
C0026848,Muscular Disorders
C0026848,MUSCULAR DIS
C0026848,MUSCLE DIS
C0026848,muscular disorder
C0026848,Myopathic Condition
C0026848,Muscle Disorder
C0026848,Myopathy NOS
C0026848,Myopathic Conditions
C0026848,Myopathies
C0026848,Muscle Disorders
C0026848,Muscular Diseases [Disease/Finding]
C0026848,myopathies
C0026848,skeletal muscle disorder
C0026848,myopathy unspecified
C0026848,muscular disorders
C0026848,skeletal muscle disease
C0026848,muscle disorders
C0026848,muscular disease
C0026848,muscular diseases
C0026848,muscle disease
C0026848,Muscles--Diseases
C0026848,Myopathic changes
C0026848,Muscle tissue disease
C0026848,"Myopathy, unspecified"
C0026850,"Dystrophies, Muscular"
C0026850,Muscular Dystrophies
C0026850,Muscular Dystrophy
C0026850,"Dystrophy, Muscular"
C0026850,Muscular dystrophy
C0026850,muscular dystrophy
C0026850,Myodystrophicas
C0026850,Myodystrophies
C0026850,Hered prog musc dystrphy
C0026850,Myodystrophica
C0026850,Myodystrophy
C0026850,Muscular Dystrophies [Disease/Finding]
C0026850,progressive muscular dystrophy
C0026850,muscular dystrophies
C0026850,myodystrophy
C0026850,MD
C0026850,Hereditary progressive muscular dystrophy
C0026850,Muscular dystrophy NOS
C0027121,Myositides
C0027121,Myositis
C0027121,MYOSITIS
C0027121,myositis
C0027121,INFLAMM MUSCLE DIS
C0027121,MUSCLE DIS INFLAMM
C0027121,INFLAMM MYOPATHY
C0027121,MYOPATHY INFLAMM
C0027121,Inflammatory Muscle Disease
C0027121,"Muscle Disease, Inflammatory"
C0027121,Inflammatory Myopathies
C0027121,"Myopathies, Inflammatory"
C0027121,Inflammatory myopathy NOS
C0027121,"Myopathy, Inflammatory"
C0027121,Myositis [Disease/Finding]
C0027121,"Muscle Diseases, Inflammatory"
C0027121,Inflammatory Muscle Diseases
C0027121,Inflammatory Myopathy
C0027121,inflammation of the skeletal muscle
C0027121,inflammatory muscle disease
C0027121,inflammatory muscle diseases
C0027121,myositis nos
C0027121,muscle inflammation
C0027121,inflammatory myopathies
C0027121,inflammatory myopathy
C0027121,Inflammatory myopathy
C0027121,Muscle inflammation
C0029089,Ophthalmoplegia
C0029089,Ophthalmoplegias
C0029089,EYE MOVEMENT IMPAIRMENT
C0029089,EYE MUSCLE PARALYSIS
C0029089,MUSCLE PARALYSIS EYE
C0029089,OCULOMOTOR PARALYSIS
C0029089,OPHTHALMOPLEGIA
C0029089,PARALYSIS OCULOMOTOR
C0029089,"Paralysis, Oculomotor"
C0029089,oculomotor paralysis
C0029089,OPHTHALMOPLEGIA (NOS)
C0029089,Oculomotor paralysis
C0029089,PARALYSIS EXTRAOCULAR MUSCLE (S)
C0029089,Extraocular muscle paralysis
C0029089,Oculomotor Paralysis
C0029089,Ophthalmoplegia [Disease/Finding]
C0029089,ophthalmoplegia
C0029089,eye muscles paralysis
C0029089,eye muscle paralysis
C0029089,Paralysis of extraocular eye movement
C0029089,Eye muscle paralysis
C0029089,Ophthalmoplegia NOS
C0029429,Osteochondrosis
C0029429,Osteochondroses
C0029429,osteochondrosis
C0029429,Osteochondrosis [Disease/Finding]
C0029429,osteochondroses
C0029429,"Osteochondrosis not specified as adult or juvenile, of unspecified site"
C0029440,Osteoma
C0029440,Osteomas
C0029440,OSTEOMA
C0029440,osteoma
C0029440,Osteoma [Disease/Finding]
C0029440,osteomas
C0029440,"OSTEOMA, BENIGN"
C0029456,Osteoporoses
C0029456,Osteoporosis
C0029456,OSTEOPOROSIS
C0029456,osteoporosis
C0029456,Generalized osteoporosis
C0029456,LUUSTON HAURASTUMA/OSTEOPOROOSI
C0029456,OSTEOPOROSE
C0029456,OSTEOPOROS
C0029456,Osteoporose
C0029456,Osteoporosi
C0029456,Osteoporosis NOS
C0029456,OSTEOPOROSIA
C0029456,Osteoporosis [Disease/Finding]
C0029456,"Osteoporosis, unspecified"
C0029464,Osteoscleroses
C0029464,Osteosclerosis
C0029464,OSTEOSCLEROSIS
C0029464,osteosclerosis
C0029464,Increased bone mineral density
C0029464,Osteosclerosis [Disease/Finding]
C0029464,Osteosclerosis of bones
C0029464,Increased bone density
C0031575,Phocomelia
C0031575,PHOCOMELIA
C0031575,phocomelia
C0031575,Phocomelia of unspecified limb
C0032533,Forestier Certonciny Syndrome
C0032533,Peri-Extra-Articular Rheumatism
C0032533,Polymyalgia Rheumatica
C0032533,"Rheumatism, Peri Extra Articular"
C0032533,"Syndrome, Forestier-Certonciny"
C0032533,"ARTHRITIS, SENILE"
C0032533,MYALGIC SYNDROME OF THE AGED
C0032533,POLYMYALGIA ARTERITICA
C0032533,POLYMYALGIA RHEUMATICA
C0032533,Polymyalgia rheumatica
C0032533,Forestier-Certonciny Syndrome
C0032533,Polymyalgia Rheumatica [Disease/Finding]
C0032533,"Rheumatism, Peri-Extra-Articular"
C0032533,polymyalgia rheumatica (PMR)
C0032533,pmr
C0032533,polymyalgia rheumatica
C0033802,Pseudogout
C0033802,Pseudo-gout
C0033802,PSEUDOGOUT
C0033802,PSEUDOGOUT SYNDROME
C0033802,pseudogout
C0033802,pseudo-gout
C0033802,pseudo gout
C0033802,Chondrocalcinosis
C0035012,Reiter's syndrome
C0035012,REITERS SYNDROME
C0035012,Reiter's Syndrome or Reactive Arthritis
C0035012,Reiter's or Reactive arthritis
C0035012,ARTHRITIS URETHRITICA
C0035012,"ARTHRITIS, IDIOPATHIC BLENNORRHEAL"
C0035012,INFECTIOUS UROARTHRITIS
C0035012,REITER SYNDROME
C0035012,REITER'S DISEASE
C0035012,REITER'S SYNDROME
C0035012,URETHRO-OCULO-ARTICULAR SYNDROME
C0035012,Reiter's Syndrome
C0035012,REITERS DISEASE
C0035012,Reiters Disease
C0035012,REITER DIS
C0035012,"Disease, Reiter's"
C0035012,"Syndrome, Reiter"
C0035012,"Disease, Reiter"
C0035012,REITERS DIS
C0035012,Fiessinger Leroy Reiter syndrome
C0035012,Reiter Syndrome
C0035012,Reiter's disease
C0035012,reiters disease
C0035012,reiter syndrome
C0035012,reiters syndrome
C0035012,syndrome reiter
C0035012,syndrome reiter's
C0035012,reiter's disease
C0035012,disease reiters
C0035012,reiter disease
C0035012,reiter's syndrome
C0035012,Reiter's Disease
C0035012,Reiter Disease
C0035410,Rhabdomyolyses
C0035410,Rhabdomyolysis
C0035410,RHABDOMYOLYSIS
C0035410,rhabdomyolysis
C0035410,Rhabdomyolysis [Disease/Finding]
C0036310,Scheuermanns Disease
C0036310,Scheuermann's disease
C0036310,Scheurmann's Disease
C0036310,SCHEUERMANN DISEASE
C0036310,Scheuermann's Disease
C0036310,SCHEUERMANNS DIS
C0036310,SCHEUERMANN DIS
C0036310,vertebral epiphysitis
C0036310,"Kyphoses, Juvenile"
C0036310,Spine Juvenile Osteochondrosis
C0036310,"Kyphosis, Scheuermann's"
C0036310,Scheuermann's Kyphoses
C0036310,Scheuermann Kyphoses
C0036310,Spine Juvenile Osteochondroses
C0036310,"Kyphoses, Scheuermann"
C0036310,Scheuermann Disease
C0036310,"Kyphosis, Scheuermann"
C0036310,Juvenile Kyphoses
C0036310,"Kyphoses, Scheuermann's"
C0036310,Scheuermanns Kyphosis
C0036310,"Kyphosis, Juvenile"
C0036310,Juv osteochondros spine
C0036310,"Kyphoses, Adolescent"
C0036310,"Kyphosis, Adolescent"
C0036310,Adolescent Kyphoses
C0036310,Calve's Disease
C0036310,Adolescent Kyphosis
C0036310,Juvenile Kyphosis
C0036310,Scheuermann Kyphosis
C0036310,Scheuermann's Kyphosis
C0036310,Scheuermann Disease [Disease/Finding]
C0036310,Juvenile Osteochondrosis of Spine
C0036310,disease scheuermann's
C0036310,scheuermann's kyphosis
C0036310,juvenile kyphosis
C0036310,scheuermann disease
C0036310,scheuermanns disease
C0036310,diseases scheuermanns
C0036310,scheuermann's disease
C0036310,schuermann's disease
C0036310,scheurmann's disease
C0036310,"Kyphoses, Scheuermann Juvenile"
C0036310,"Kyphosis, Scheuermann Juvenile"
C0036310,"Juvenile Kyphoses, Scheuermann"
C0036310,"Juvenile Kyphosis, Scheuermann"
C0036310,Scheuermann Juvenile Kyphoses
C0036310,Scheuermann Juvenile Kyphosis
C0036310,SCHEUERMANN JUVENILE KYPHOSIS
C0036310,SPINAL OSTEOCHONDROSIS
C0036310,Scheuermann kyphosis
C0036310,Scheuermann disease
C0036310,Sherman's Disease
C0036310,Juvenile Osteochondrosis of the spine
C0036310,Morbus Scheuermann
C0036310,Calve disease
C0036310,Juvenile osteochondrosis of spine
C0036310,Vertebral epiphysitis
