CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0011570,A7569991,AT198128024,NULL,NCI_CTCAE,"A disorder characterized by melancholic feelings of grief or unhappiness.",N,NULL
C0011570,A21142605,AT220102297,NULL,MEDLINEPLUS,"<p>Depression is a serious medical illness. It's more than just a feeling of being sad or ""blue"" for a few days. If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away. They persist and interfere with your everyday life. Symptoms can include</p> <ul> <li>Feeling sad or ""empty""</li> <li>Loss of interest in favorite activities</li> <li>Overeating, or not wanting to eat at all</li> <li>Not being able to sleep, or sleeping too much</li> <li>Feeling very tired</li> <li>Feeling hopeless, irritable, anxious, or guilty</li> <li>Aches or pains, headaches, cramps, or digestive problems</li> <li>Thoughts of death or <a href='https://medlineplus.gov/suicide.html'>suicide</a></li> </ul> <p>Depression is a disorder of the brain. There are a variety of causes, including genetic, biological, environmental, and psychological factors. Depression can happen at any age, but it often begins in teens and young adults. It is much more common in women. Women can also get <a href='https://medlineplus.gov/postpartumdepression.html'>postpartum depression</a> after the birth of a baby. Some people get <a href='https://medlineplus.gov/seasonalaffectivedisorder.html'>seasonal affective disorder</a> in the winter. Depression is one part of <a href='https://medlineplus.gov/bipolardisorder.html'>bipolar disorder</a>.</p> <p>There are effective treatments for depression, including <a href='https://medlineplus.gov/antidepressants.html'>antidepressants</a>, talk therapy, or both.</p> <p >NIH: National Institute of Mental Health</p>",N,NULL
C0011570,A0047119,AT38149345,NULL,MSH,"Depressive states usually of moderate intensity in contrast with major depression present in neurotic and psychotic disorders.",N,NULL
C0011570,A0477547,AT51219566,NULL,CSP,"unpleasant, but not necessarily irrational or pathological, mood state characterized by sadness, despair, or discouragement; ""the blues""; may also involve low self-esteem, social withdrawal, and somatic symptoms such as eating and sleep disturbance.",N,NULL
C0011579,A7577133,AT197992667,NULL,NCI,"Depression precipitated by events in a person's life.",N,NULL
C0013144,A19055400,AT198025308,NULL,NCI,"The sensation of struggling to remain awake.",N,NULL
C0013144,A24677713,AT206301582,NULL,HPO,"Excessive daytime sleepiness. [HPO:probinson]",N,NULL
C0013170,A1305860,AT32349925,NULL,CSP,"process whereby an individual's response to a drug lessens with repeated use.",N,NULL
C0018524,A18573051,AT130672439,NULL,CHV,"a false sensory perception in the absence of an external stimulus",N,NULL
C0018524,A18591736,AT130672440,NULL,CHV,"a false sensory perception in the absence of an external stimulus",N,NULL
C0018524,A18610309,AT130672441,NULL,CHV,"a false sensory perception in the absence of an external stimulus",N,NULL
C0018524,A18647520,AT130672442,NULL,CHV,"a false sensory perception in the absence of an external stimulus",N,NULL
C0018524,A18666087,AT130672443,NULL,CHV,"a false sensory perception in the absence of an external stimulus",N,NULL
C0018524,A7568099,AT198005166,NULL,NCI_NCI-GLOSS,"A sight, sound, smell, taste, or touch that a person believes to be real but is not real. Hallucinations can be caused by nervous system disease, certain drugs, or mental disorders.",N,NULL
C0018524,A7568099,AT198079120,NULL,NCI_CTCAE,"A disorder characterized by a false sensory perception in the absence of an external stimulus.",N,NULL
C0018524,A7568099,AT198103729,NULL,NCI,"A false sensory perception in the absence of an external stimulus, as distinct from an illusion which is a misperception of an external stimulus.",N,NULL
C0018524,A24672848,AT206301246,NULL,HPO,"Perceptions in a conscious and awake state in the absence of external stimuli which have qualities of real perception, in that they are vivid, substantial, and located in external objective space. [HPO:sdoelken]",N,NULL
C0018524,A7568099,AT210371872,NULL,NCI_NICHD,"Perception of an object or event without an external source or stimulus; which is perceived as real.",N,NULL
C0018524,A0065645,AT38145403,NULL,MSH,"Subjectively experienced sensations in the absence of an appropriate stimulus, but which are regarded by the individual as real. They may be of organic origin or associated with MENTAL DISORDERS.",N,NULL
C0018524,A0480446,AT51222088,NULL,CSP,"subjectively experienced sensations in the absence of an appropriate stimulus, but which are regarded by the individual as real; may be of organic origin, drug induced, or associated with a mental disorder.",N,NULL
C0020524,A1643662,AT38154121,NULL,MSH,"Disorders characterized by hypersomnolence during normal waking hours that may impair cognitive functioning. Subtypes include primary hypersomnia disorders (e.g., IDIOPATHIC HYPERSOMNOLENCE; NARCOLEPSY; and KLEINE-LEVIN SYNDROME) and secondary hypersomnia disorders where excessive somnolence can be attributed to a known cause (e.g., drug affect, MENTAL DISORDERS, and SLEEP APNEA SYNDROME). (From J Neurol Sci 1998 Jan 8;153(2):192-202; Thorpy, Principles and Practice of Sleep Medicine, 2nd ed, p320)",N,NULL
C0020903,A7568100,AT198029888,NULL,NCI,"A misperception of a real external stimulus.",N,NULL
C0020903,A0072137,AT38148678,NULL,MSH,"The misinterpretation of a real external, sensory experience.",N,NULL
C0020903,A0481551,AT51219277,NULL,CSP,"misinterpretation of a real external, sensory experience.",N,NULL
C0021603,A1643753,AT38153208,NULL,MSH,"Disorders characterized by impairment of the ability to initiate or maintain sleep. This may occur as a primary disorder or in association with another medical or psychiatric condition.",N,NULL
C0022107,A10764304,AT205725200,NULL,NCI,"Excited response to stimuli.",N,NULL
C0022107,A10764304,AT210369946,NULL,NCI_NICHD,"Easily angered, annoyed, or impatient.",N,NULL
C0022107,A0075842,AT38139112,NULL,MSH,"Abnormal or excessive excitability with easily triggered anger, annoyance, or impatience.",N,NULL
C0023380,A18610991,AT130672815,NULL,CHV,"a state of sluggishness, listless, and apathy",N,NULL
C0023380,A18648205,AT130672816,NULL,CHV,"a state of sluggishness, listless, and apathy",N,NULL
C0023380,A16766881,AT198010569,NULL,NCI,"Decreased consciousness characterized by mental and physical inertness.",N,NULL
C0023380,A16766881,AT198121439,NULL,NCI_CTCAE,"A disorder characterized by a decrease in consciousness and mental and physical inertness.",N,NULL
C0023380,A10764328,AT198142063,NULL,NCI,"Characterized by a lack of vitality or energy.",N,NULL
C0023380,A16766881,AT198146182,NULL,NCI_NCI-GLOSS,"A condition marked by drowsiness and an unusual lack of energy and mental alertness. It can be caused by many things, including illness, injury, or drugs.",N,NULL
C0023380,A24668387,AT206293625,NULL,HPO,"A state of disinterestedness, listlessness, and indifference, resulting in difficulty performing simple tasks or concentrating. [HPO:probinson]",N,NULL
C0023380,A16766881,AT210375734,NULL,NCI_NICHD,"A profound lack of mental and physical energy.",N,NULL
C0023380,A10900740,AT64677151,NULL,MSH,"A general state of sluggishness, listless, or uninterested, with being tired, and having difficulty concentrating and doing simple tasks. It may be related to DEPRESSION or DRUG ADDICTION.",N,NULL
C0025193,A12790524,AT198005019,NULL,NCI,"A subtype of depression characterized by the inability to find pleasure in positive things combined with physical agitation, insomnia, or decreased appetite.",N,NULL
C0026884,A0088948,AT38149017,NULL,MSH,"The inability to generate oral-verbal expression, despite normal comprehension of speech. This may be associated with BRAIN DISEASES or MENTAL DISORDERS. Organic mutism may be associated with damage to the FRONTAL LOBE; BRAIN STEM; THALAMUS; and CEREBELLUM. Selective mutism is a psychological condition that usually affects children characterized by continuous refusal to speak in social situations by a child who is able and willing to speak to selected persons. Kussmal aphasia refers to mutism in psychosis. (From Fortschr Neurol Psychiatr 1994; 62(9):337-44)",N,NULL
C0028768,A19031586,AT197974530,NULL,NCI_NCI-GLOSS,"An anxiety disorder in which a person has intrusive ideas, thoughts, or images that occur repeatedly, and in which he or she feels driven to perform certain behaviors over and over again. For example, a person may worry all the time about germs and so will wash his or her hands over and over again. Having an obsessive-compulsive disorder may cause a person to have trouble carrying out daily activities.",N,NULL
C0028768,A19031586,AT197974531,NULL,NCI,"A disorder characterized by the presence of persistent and recurrent irrational thoughts (obsessions), resulting in marked anxiety and repetitive excessive behaviors (compulsions) as a way to try to decrease that anxiety.",N,NULL
C0028768,A21142736,AT220102574,NULL,MEDLINEPLUS,"<p>Obsessive-compulsive disorder (OCD) is a type of <a href='https://medlineplus.gov/anxiety.html'>anxiety disorder</a>. If you have OCD, you have frequent, upsetting thoughts called obsessions. To try to control the thoughts, you feel an overwhelming urge to repeat certain rituals or behaviors. These are called compulsions.</p> <p>Examples of obsessions are a fear of germs or a fear of being hurt. Compulsions include washing your hands, counting, checking on things, or cleaning. With OCD, the thoughts and rituals cause distress and get in the way of your daily life.</p> <p>Researchers think brain circuits may not work properly in people who have OCD. It tends to run in families. The symptoms often begin in children or teens. Treatments include therapy, medicines, or both. One type of therapy, cognitive behavioral therapy, is useful for treating OCD.</p> <p >NIH: National Institute of Mental Health </p>",N,NULL
C0028768,A0093939,AT38152677,NULL,MSH,"An anxiety disorder characterized by recurrent, persistent obsessions or compulsions. Obsessions are the intrusive ideas, thoughts, or images that are experienced as senseless or repugnant. Compulsions are repetitive and seemingly purposeful behavior which the individual generally recognizes as senseless and from which the individual does not derive pleasure although it may provide a release from tension.",N,NULL
C0028768,A0485047,AT51221571,NULL,CSP,"anxiety disorder characterized by recurrent, persistent obsessions or compulsions: obsessions are the intrusive ideas, thoughts, or images that are experienced as senseless or repugnant; compulsions are repetitive and seemingly purposeful behavior which the individual generally recognizes as senseless and from which the individual does not derive pleasure although it may provide a release from tension.",N,NULL
C0030482,A24828414,AT208114817,NULL,MSH,"Disorders that include recurrent, intense sexually arousing fantasies, sexual urges, or behaviors generally involving nonhuman objects, suffering of oneself or partners, or children or other nonconsenting partners. (from DSM-V)",N,NULL
C0033922,A0107481,AT38140815,NULL,MSH,"Abnormalities of motor function that are associated with organic and non-organic cognitive disorders.",N,NULL
C0033922,A0487698,AT51224837,NULL,CSP,"abnormalities of motor function that are associated with organic and nonorganic cognitive disorders.",N,NULL
C0036349,A7613907,AT198066671,NULL,NCI,"A subtype of schizophrenia characterized by prominent delusions (typically persecutory or grandiose) or hallucinations in the context of a relative preservation of cognitive functioning and affect.",N,NULL
C0036349,A0114427,AT38138850,NULL,MSH,"A chronic form of schizophrenia characterized primarily by the presence of persecutory or grandiose delusions, often associated with hallucination.",N,NULL
C0036349,A0485935,AT51224154,NULL,CSP,"psychotic behavior accompanied simultaneously by persecutory or grandiose delusions (paranoia) and hallucinations (schizophrenia); delusional jealousy may be present.",N,NULL
C0036358,A19041838,AT198123569,NULL,NCI,"A disorder that differs from schizophrenia specifically in total duration (schizophreniform disorder lasts at least 1 month but less than 6 months whereas schizophrenia lasts at least 6 months); schizophreniform disorder also typically causes less impairment in the individual's social and occupational functioning.",N,NULL
C0038587,A7573881,AT197992699,NULL,NCI,"A substance-specific organic brain syndrome that follows the discontinuation of administration or use, or reduction in intake of an addictive substance, e.g. opioids, barbiturates and alcohol; amphetamines or similarly acting sympathomimetics; cocaine; nicotine; sedatives, hypnotics, or anxiolytics. Syndrome manifests with diverse, often painful physical and psychological symptoms, which include but not limited to intense drug craving, anxiety, depression, insomnia, nausea, perspiration, body aches, tremors, hallucinations, and convulsions.",N,NULL
C0038587,A0120599,AT38144278,NULL,MSH,"Physiological and psychological symptoms associated with withdrawal from the use of a drug after prolonged administration or habituation. The concept includes withdrawal from smoking or drinking, as well as withdrawal from an administered drug.",N,NULL
C0038663,A16754052,AT198060133,NULL,NCI_CTCAE,"A disorder characterized by self-inflicted harm in an attempt to end one's own life.",N,NULL
C0038663,A16754052,AT198084678,NULL,NCI,"Self-inflicted harm in an attempt to end one's own life.",N,NULL
C0038663,A16754052,AT210375746,NULL,NCI_NICHD,"Self-inflicted harm with the intent to end one's own life.",N,NULL
C0038663,A0120810,AT38140320,NULL,MSH,"The unsuccessful attempt to kill oneself.",N,NULL
C0085429,A0077522,AT38148553,NULL,MSH,"A culture-specific acute delusional syndrome occurring mostly in the Malay people and Southern Chinese. The syndrome is characterized by the individual's sudden experience of depersonalization depicted by the belief that his penis is shrinking into his abdomen and that he will die when this occurs. Although generally classified as a culture-specific syndrome, koro may be no more than a variant of castration anxiety (ANXIETY, CASTRATION) as it has been described in non-Asian patients.",N,NULL
C0085632,A18448023,AT127396488,NULL,MSH,"Lack of emotion or emotional expression; a disorder of motivation that persists over time.",N,NULL
C0085632,A24376808,AT205728132,NULL,NCI,"An emotional state of indifference characterized by a lack of interest or concern.",N,NULL
C0085632,A24376808,AT210371656,NULL,NCI_NICHD,"An emotional state of indifference characterized by a lack of interest or concern.",N,NULL
C0085633,A24382760,AT205732023,NULL,NCI,"A condition of frequent mood changes associated with excessive emotional reactions.",N,NULL
C0085633,A24672842,AT206283105,NULL,HPO,"An exaggeration of emotional affects such as laughing crying, or yawning beyond what the person feels. [HPO:curators]",N,NULL
C0085633,A24382760,AT210367799,NULL,NCI_NICHD,"A condition of frequent mood changes associated with excessive emotional reactions.",N,NULL
C0085633,A24679687,AT230523468,NULL,HPO,"Unstable emotional experiences and frequent mood changes; emotions that are easily aroused, intense, and/or out of proportion to events and circumstances. [PMID:23902698]",N,NULL
C0086769,A19050011,AT205721698,NULL,NCI,"An episode of intense fear accompanied by symptoms such as heart palpitations, sweating and chills or hot flushes, a sensation of dyspnea, chest pain, abdominal distress, depersonalization, fear of going crazy, and fear of dying.",N,NULL
C0086769,A28254042,AT225121406,NULL,HPO,"A sudden episode of intense fear in a situation in which there is no danger or apparent cause. The panic attack is accompanied by symptoms such as palpitations, sweating and chills or hot flushes. There may be a sensation of dyspnea (being out of breath), chest pain, or abdominal distress. Some indiviudals with panic attacks may experience depersonalization, a fear of going crazy, or a fear of dying. []",N,NULL
C0151772,A7607407,AT219996040,NULL,NCI,"The manifestation of psychotic symptoms, such as hallucinations or delusions, in the presence of mania.",N,NULL
C0152128,A0318826,AT51221623,NULL,CSP,"physiological and psychological symptoms associated with withdrawal from the use of a drug after prolonged administration or habituation; the concept includes withdrawal from smoking or drinking, as well as withdrawal from an administered drug.",N,NULL
C0221074,A18560315,AT130672024,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18578764,AT130672025,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18597380,AT130672027,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18615936,AT130672028,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18615937,AT130672029,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18615938,AT130672030,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18653088,AT130672032,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18671711,AT130672033,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18671712,AT130672034,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18690166,AT130672035,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A19037110,AT197975086,NULL,NCI,"A type of clinical depression that occurs after childbirth.",N,NULL
C0221074,A19037110,AT210371948,NULL,NCI_NICHD,"A major depressive episode that begins during pregnancy or within 4-6 weeks of delivery.",N,NULL
C0221074,A21144332,AT220104032,NULL,MEDLINEPLUS,"<p>Many women have the baby blues after childbirth. If you have the baby blues, you may have mood swings, feel sad, anxious or overwhelmed, have crying spells, lose your appetite, or have trouble sleeping. The baby blues most often go away within a few days or a week. The symptoms are not severe and do not need treatment.</p> <p>The symptoms of postpartum depression last longer and are more severe. You may also feel hopeless and worthless, and lose interest in the baby. You may have thoughts of hurting yourself or the baby. Very rarely, new mothers develop something even more serious. They may have hallucinations or try to hurt themselves or the baby. They need to get treatment right away, often in the hospital.</p> <p>Postpartum depression can begin anytime within the first year after childbirth. The cause is not known. Hormonal and physical changes after birth and the stress of caring for a new baby may play a role. Women who have had depression are at higher risk.</p> <p>If you think you have postpartum depression, tell your health care provider. Medicines, including <a href='https://medlineplus.gov/antidepressants.html'>antidepressants</a> and talk therapy can help you get well.</p> <p >Dept. of Health and Human Services Office on Women's Health</p>",N,NULL
C0221074,A2615174,AT51224902,NULL,CSP,"depression in women occurring usually shortly after the delivery of a child; degree of depression ranges from mild transient depression to neurotic or psychotic depressive disorders.",N,NULL
C0221074,A0547964,AT53894521,NULL,MSH,"Depression in POSTPARTUM WOMEN, usually within four weeks after giving birth (PARTURITION). The degree of depression ranges from mild transient depression to neurotic or psychotic depressive disorders. (From DSM-IV, p386)",N,NULL
C0233660,A17695700,AT198061092,NULL,NCI,"Difficulty in recollection, or interruption of a train of thought or speech, due to emotional factors.",N,NULL
C0233754,A10767314,AT198143160,NULL,NCI,"A feeling of altered reality characterized by a feeling of unreality, or being unreal.",N,NULL
C0233762,A24370980,AT205734098,NULL,NCI,"Perception of sound in the absence of a corresponding stimulus.",N,NULL
C0233762,A24370980,AT210373592,NULL,NCI_NICHD,"Perception of sound in the absence of a corresponding stimulus.",N,NULL
C0233763,A24373112,AT205722696,NULL,NCI,"Optical perception of an object, person or event in the absence of a corresponding stimulus.",N,NULL
C0233763,A24373112,AT210371678,NULL,NCI_NICHD,"Optical perception of an object, person or event in the absence of a corresponding stimulus.",N,NULL
C0233794,A16769258,AT198035443,NULL,NCI_CTCAE,"A disorder characterized by a deterioration in memory function.",N,NULL
C0233794,A16769258,AT198035444,NULL,NCI,"Deterioration in memory function.",N,NULL
C0233794,A24682247,AT206299033,NULL,HPO,"An impairment of memory as manifested by a reduced ability to remember things such as dates and names, and increased forgetfulness. [HPO:probinson]",N,NULL
C0233818,A24360491,AT205732028,NULL,NCI,"Reduced ability to plan, poor decision making.",N,NULL
C0233818,A24360491,AT210375499,NULL,NCI_NICHD,"Reduced ability to plan, poor decision making.",N,NULL
C0235193,A22788647,AT187658064,NULL,MSH,"A state of decreased activity in animals characterized by depressed metabolism, reduced body temperature, and low sensitivity to external stimuli.",N,NULL
C0235195,A24373077,AT205720905,NULL,NCI,"A state of a lowered level of consciousness.",N,NULL
C0235195,A24373077,AT210365896,NULL,NCI_NICHD,"A state of a lowered level of consciousness.",N,NULL
C0236018,A24678961,AT206292508,NULL,HPO,"Subjective ictal phenomena that, in a given patient, may precede observable seizures; if alone, constitute a if alone, constitute a simple partial seizure. [DDD:ssisodiya, HPO:jalbers]",N,NULL
C0236818,A19049996,AT198086369,NULL,NCI,"A persistent failure to speak in certain social situations (i.e., school) where speaking is expected, despite speaking in other situations.",N,NULL
C0270549,A19041322,AT197962630,NULL,NCI_NCI-GLOSS,"A condition marked by excessive worry and feelings of fear, dread, and uneasiness that last six months or longer. Other symptoms of GAD include being restless, being tired or irritable, muscle tension, not being able to concentrate or sleep well, shortness of breath, fast heartbeat, sweating, and dizziness.",N,NULL
C0270549,A19041322,AT198074036,NULL,NCI,"An anxiety disorder characterized by excessive and difficult-to-control worry about a number of life situations. The worry is accompanied by restlessness, fatigue, inability to concentrate, irritability, muscle tension, and/or sleep disturbance and lasts for at least 6 months.",N,NULL
C0349231,A18563580,AT130673078,NULL,CHV,"continuous irrational fear about certain object, situation, or activity",N,NULL
C0349231,A18581978,AT130673079,NULL,CHV,"continuous irrational fear about certain object, situation, or activity",N,NULL
C0349231,A18600619,AT130673080,NULL,CHV,"continuous irrational fear about certain object, situation, or activity",N,NULL
C0349231,A18674946,AT130673081,NULL,CHV,"continuous irrational fear about certain object, situation, or activity",N,NULL
C0349231,A18674947,AT130673082,NULL,CHV,"continuous irrational fear about certain object, situation, or activity",N,NULL
C0349231,A7568098,AT198017506,NULL,NCI,"An anxiety disorder characterized by an intense, irrational fear of an object, activity, or situation. The individual seeks to avoid the object, activity, or situation. In adults, the individual recognizes that the fear is excessive or unreasonable.",N,NULL
C0349231,A7568098,AT198091126,NULL,NCI_NCI-GLOSS,"An extreme, irrational, fear of something that may cause a person to panic. Examples of common phobias include fear of spiders, flying in an airplane, elevators, heights, enclosed rooms, crowded public places, and embarrassing oneself in front of other people.",N,NULL
C0349231,A21143963,AT220106887,NULL,MEDLINEPLUS,"<p>A phobia is a type of <a href='https://medlineplus.gov/anxiety.html'>anxiety disorder</a>. It is a strong, irrational fear of something that poses little or no real danger.</p> <p>There are many specific phobias. Acrophobia is a fear of heights. Agoraphobia is a fear of public places, and claustrophobia is a fear of closed-in places. If you become anxious and extremely self-conscious in everyday social situations, you could have a social phobia. Other common phobias involve tunnels, highway driving, water, flying, animals and blood. </p> <p>People with phobias try to avoid what they are afraid of. If they cannot, they may experience</p> <ul> <li>Panic and fear</li> <li>Rapid heartbeat</li> <li>Shortness of breath</li> <li>Trembling</li> <li>A strong desire to get away</li> </ul> <p>Phobias usually start in children or teens, and continue into adulthood. The causes of specific phobias are not known, but they sometimes run in families. </p> <p>Treatment helps most people with phobias. Options include medicines, therapy or both.</p> <p >NIH: National Institute of Mental Health</p>",N,NULL
C0349231,A0100692,AT38149419,NULL,MSH,"Anxiety disorders in which the essential feature is persistent and irrational fear of a specific object, activity, or situation that the individual feels compelled to avoid. The individual recognizes the fear as excessive or unreasonable.",N,NULL
C0349231,A0486409,AT51220970,NULL,CSP,"anxiety disorder characterized by intense, unrealistic, persistent fear and avoidance of an object, activity, or situation.",N,NULL
C0456814,A24670604,AT206283111,NULL,HPO,"A reduction in goal-directed behavior, that is, motivation, the determinant of behavior and adaptation that allows individuals to get started, be energized to perform a sustained and directed action. [HPO:probinson, pmid:16030444]",N,NULL
C0595861,A7784457,AT38151623,NULL,MSH,"A form of self harm in which someone mimics the act of suicide without the intent to kill themselves.",N,NULL
C0596344,A1175065,AT51225275,NULL,CSP,"chronic, intense, or pathological anxiety which drives the sufferer to seek treatment; apprehension, tension, or uneasiness stemming from anticipation of danger from a vague or unknown source, internal or external, lasting at least 6 months; compare with FEAR and ANXIETY.",N,NULL
C1384606,A7570179,AT198029640,NULL,NCI_CTCAE,"A disorder characterized by painful or difficult coitus.",N,NULL
C1384606,A7570179,AT198115643,NULL,NCI,"Painful or difficult coitus.",N,NULL
C1384606,A24679257,AT206285171,NULL,HPO,"Recurrent or persistent genital pain associated with sexual intercourse. []",N,NULL
C1384606,A0052094,AT53894936,NULL,MSH,"Recurrent genital pain occurring during, before, or after SEXUAL INTERCOURSE in either the male or the female.",N,NULL
C1510472,A7570155,AT198017751,NULL,NCI,"Drug dependence - replaced the term ""drug addiction"" and is defined as a state, psychic and sometimes also physical, resulting from the interaction between a living organism and a drug, characterized by behavioral and other responses that always include a compulsion to take the drug on a continuous or periodic basis in order to experience its psychic effects, and sometimes to avoid the discomfort of its absence. Tolerance may or may not be present. A person may be dependent on more than one drug.",N,NULL
C1510472,A0478130,AT51223151,NULL,CSP,"state of heavy dependence on any drug, including alcohol; sometimes defined as physical dependence but usually also including emotional dependence, i.e., compulsive or pathological drug use.",N,NULL
C3887605,A19033397,AT198123659,NULL,NCI,"A sleep disorder characterized by the repeated occurrence of frightening dreams which precipitate awakenings from sleep; on awakening, the individual becomes fully alert and oriented and has detailed recall of the nightmare, which usually involves imminent danger or extreme embarrassment to the individual.",N,NULL
C0015726,A16766509,AT198121366,NULL,NCI,"A feeling of apprehension that one may be in danger.",N,NULL
C0015726,A0058424,AT38141962,NULL,MSH,"The affective response to an actual current external danger which subsides with the elimination of the threatening condition.",N,NULL
C0015726,A0479119,AT51220547,NULL,CSP,"unpleasant but normal emotional response to genuine external danger or threats; compare with ANXIETY and CLINICAL ANXIETY.",N,NULL
C0021125,A19024231,AT198123436,NULL,NCI,"Initiation of actions without forethought as to the cost, results or consequences.",N,NULL
C0021125,A19024231,AT210366189,NULL,NCI_NICHD,"Behavior characterized by reduced control, planning, or consideration of the consequences.",N,NULL
C0021125,A24683966,AT230523572,NULL,HPO,"Acting on the spur of the moment in response to immediate stimuli; acting on a momentary basis without a plan or consideration of outcomes; difficulty establishing or following plans; a sense of urgency and self-harming behavior under emotional distress. [PMID:23902698]",N,NULL
C0021125,A0072825,AT38147750,NULL,MSH,"An act performed without delay, reflection, voluntary direction or obvious control in response to a stimulus.",N,NULL
C0021125,A0481641,AT51220125,NULL,CSP,"act performed without delay, reflection, voluntary direction or obvious control in response to a stimulus.",N,NULL
C0021177,A16760002,AT198047577,NULL,NCI,"Increased sexual desire.",N,NULL
C0021177,A16760002,AT198084507,NULL,NCI_CTCAE,"A disorder characterized by an increase in sexual desire.",N,NULL
C0021177,A16760002,AT210368057,NULL,NCI_NICHD,"An increase in overall desire for sexual activity.",N,NULL
C0021563,A0074321,AT38145871,NULL,MSH,"A legal concept that an accused is not criminally responsible if, at the time of committing the act, the person was laboring under such a defect of reason from disease of the mind as not to know the nature and quality of the act done or if the act was known, to not have known that what was done was wrong. (From Black's Law Dictionary, 6th ed)",N,NULL
C0027401,A0090172,AT38140849,NULL,MSH,"A psychoanalytic term meaning self-love.",N,NULL
C0027769,A16769374,AT197972397,NULL,NCI,"An uneasy psychological state; the anxious feeling you have when you have the jitters.",N,NULL
C0032343,A0102802,AT127396685,NULL,MSH,"A condition or physical state produced by the ingestion, injection, inhalation of or exposure to a deleterious agent.",N,NULL
C0032343,A7573098,AT220003320,NULL,NCI,"Injury to the body or interference of normal body functions by a substance that is swallowed, inhaled, injected, or absorbed.",N,NULL
C0032343,A21145149,AT230153852,NULL,MEDLINEPLUS,"<p>A poison is any substance that is harmful to your body. You might swallow it, inhale it, inject it, or absorb it through your skin. Any substance can be poisonous if too much is taken. Poisons can include</p> <ul> <li>Prescription or over-the-counter medicines taken in doses that are too high</li> <li>Overdoses of illegal drugs</li> <li><a href='https://medlineplus.gov/carbonmonoxidepoisoning.html'>Carbon monoxide</a> from gas appliances</li> <li><a href='https://medlineplus.gov/householdproducts.html'>Household products</a>, such as laundry powder or furniture polish </li> <li><a href='https://medlineplus.gov/pesticides.html'>Pesticides</a> </li> <li>Indoor or outdoor plants </li> <li>Metals such as <a href='https://medlineplus.gov/leadpoisoning.html'>lead</a> and <a href='https://medlineplus.gov/mercury.html'>mercury</a> </li> </ul> <p>The effects of poisoning range from short-term illness to brain damage, coma, and death. To prevent poisoning it is important to use and store products exactly as their labels say. Keep dangerous products where children can't get to them. Treatment for poisoning depends on the type of poison. If you suspect someone has been poisoned, call your local poison control center at <strong>1-800-222-1222</strong> right away.</p>",N,NULL
C0032343,A0135250,AT51224969,NULL,CSP,"condition or physical state produced by the ingestion, injection or inhalation of, or exposure to a deleterious agent.",N,NULL
C0033927,A7573260,AT198114229,NULL,NCI,"The branch of pathology focusing on mental illness and abnormal behavior.",N,NULL
C0033927,A4366582,AT32351758,NULL,CSP,"the study of signifigant causes and processes in the development of mental illness.",N,NULL
C0033927,A0318250,AT32352833,NULL,CSP,"the study of disorders of the psyche.",N,NULL
C0033927,A0107490,AT38151015,NULL,MSH,"The study of significant causes and processes in the development of mental illness.",N,NULL
C0034897,A18612399,AT130671349,NULL,CHV,"The return of a sign, symptom, or disease after a remission.",N,NULL
C0034897,A18630852,AT130671350,NULL,CHV,"The return of a sign, symptom, or disease after a remission.",N,NULL
C0034897,A7573379,AT198017388,NULL,NCI_NCI-GLOSS,"To come back or to return.",N,NULL
C0034897,A7573379,AT198029819,NULL,NCI,"Happening again (especially at regular intervals).",N,NULL
C0038661,A7573887,AT198078900,NULL,NCI_NCI-GLOSS,"The act of taking one's own life on purpose.",N,NULL
C0038661,A7573887,AT198078901,NULL,NCI,"The act of ending one's own life.",N,NULL
C0038661,A7573887,AT210366074,NULL,NCI_NICHD,"Death caused by intentionally inflicted self harm.",N,NULL
C0038661,A21142817,AT220104847,NULL,MEDLINEPLUS,"<p>Suicide is the tenth most common cause of death in the United States. People may consider suicide when they are hopeless and can't see any other solution to their problems. Often it's related to serious <a href='https://medlineplus.gov/depression.html'>depression,</a> <a href='https://medlineplus.gov/alcoholismandalcoholabuse.html'>alcohol</a> or <a href='https://medlineplus.gov/drugabuse.html'>substance abuse</a>, or a major stressful event.</p> <p>People who have the highest risk of suicide are white men. But women and teens report more suicide attempts. If someone talks about suicide, you should take it seriously. Urge them to get help from their doctor or the emergency room, or call the National Suicide Prevention Lifeline at 1-800-273-TALK (8255). It is available 24/7.</p> <p>Therapy and medicines can help most people who have suicidal thoughts. Treating mental illnesses and substance abuse can reduce the risk of suicide.</p> <p >NIH: National Institute of Mental Health</p>",N,NULL
