ATUI,AUI,CNAME,CUI,CVF,DEF,SAB,SATUI,SUPPRESS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 9
AT197967467,A7568310,,C0027651,,"A benign or malignant tissue growth resulting from uncontrolled cell proliferation. Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant cells exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia. Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias.",NCI,,N,,,,,,,,,,,,,,,,
AT197992533,A7568310,,C0027651,,"An abnormal mass of tissue that results when cells divide more than they should or do not die when they should. Neoplasms may be benign (not cancer), or malignant (cancer).",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT206301624,A24675471,,C0027651,,An organ or organ-system abnormality that consists of uncontrolled autonomous cell-proliferation which can occur in any part of the body as a benign or malignant neoplasm (tumour). [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT38133434,A0090941,,C0027651,,"New abnormal growth of tissue. Malignant neoplasms show a greater degree of anaplasia and have the properties of invasion and metastasis, compared to benign neoplasms.",MSH,,N,,,,,,,,,,,,,,,,
AT51221029,A1194678,,C0027651,,growth of the tumor after morphology of cell has changed; cells may or may not have transformed to a cancerous state.,CSP,,N,,,,,,,,,,,,,,,,
AT198131831,A12816054,,C0677041,,"A neoplasm which, on morphologic grounds, can not be classified with certainty as benign or malignant.",NCI,,N,,,,,,,,,,,,,,,,
AT100258620,A0035031,,C0007117,,"A malignant skin neoplasm that seldom metastasizes but has potentialities for local invasion and destruction. Clinically it is divided into types: nodular, cicatricial, morphaic, and erythematoid (pagetoid). They develop on hair-bearing skin, most commonly on sun-exposed areas. Approximately 85% are found on the head and neck area and the remaining 15% on the trunk and limbs. (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1471)",MSH,,N,,,,,,,,,,,,,,,,
AT130672386,A18590381,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672387,A18590382,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672389,A18609000,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672390,A18609001,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672392,A18627520,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672393,A18627521,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672394,A18664696,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672395,A18664697,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130672396,A18664698,,C0007117,,a kind of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT197967190,A7662467,,C0007117,,Cancer that begins in the lower part of the epidermis (the outer layer of the skin). It may appear as a small white or flesh-colored bump that grows slowly and may bleed. Basal cell cancers are usually found on areas of the body exposed to the sun. Basal cell cancers rarely metastasize (spread) to other parts of the body. They are the most common form of skin cancer.,NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT206286067,A24673248,,C0007117,,The presence of a basal cell carcinoma of the skin. [HPO:sdoelken],HPO,,N,,,,,,,,,,,,,,,,
AT213843881,A7662467,,C0007117,,"The most frequently seen skin cancer. It arises from basal cells of the epidermis and pilosebaceous units. Clinically it is divided into the following types: nodular, ulcerative, superficial, multicentric, erythematous, and sclerosing or morphea-like. More than 95% of these carcinomas occur in patients over 40. They develop on hair-bearing skin, most commonly on sun-exposed areas. Approximately 85% are found on the head and neck and the remaining 15% on the trunk and extremities. Basal cell carcinoma usually grows in a slow and indolent fashion. However, if untreated, the tumor may invade the subcutaneous fat, skeletal muscle and bone. Distant metastases are rare. Excision, curettage and irradiation cure most basal cell carcinomas.",NCI,,N,,,,,,,,,,,,,,,,
AT51223368,A0474412,,C0007117,,"malignant skin neoplasm that seldom metastasizes but has potential for local invasion and destruction; clinically it is divided into types: nodular, cicatricial, morphaic, and erythematoid (pagetoid); develops on hair-bearing skin, most commonly on sun exposed areas.",CSP,,N,,,,,,,,,,,,,,,,
AT198041790,A7630845,,C0004998,,"Abnormal growth of the cells that comprise the tissues of the skin, without any evidence of malignancy.",NCI,,N,,,,,,,,,,,,,,,,
AT197975111,A7606300,,C0006826,,"A term for diseases in which abnormal cells divide without control and can invade nearby tissues. Malignant cells can also spread to other parts of the body through the blood and lymph systems. There are several main types of malignancy. Carcinoma is a malignancy that begins in the skin or in tissues that line or cover internal organs. Sarcoma is a malignancy that begins in bone, cartilage, fat, muscle, blood vessels, or other connective or supportive tissue. Leukemia is a malignancy that starts in blood-forming tissue such as the bone marrow, and causes large numbers of abnormal blood cells to be produced and enter the blood. Lymphoma and multiple myeloma are malignancies that begin in the cells of the immune system. Central nervous system cancers are malignancies that begin in the tissues of the brain and spinal cord.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198024956,A7606300,,C0006826,,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",NCI,,N,,,,,,,,,,,,,,,,
AT198049531,A7606300,,C0006826,,"A general term for autonomous tissue growth exhibiting morphologic features of malignancy (e.g. severe atypia, nuclear pleomorphism, tumor cell necrosis, abnormal mitoses, tissue invasiveness) and for which the transformed cell type has not been specifically identified.",NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT210366187,A7606300,,C0006826,,Uncontrolled growth of abnormal cells with potential for metastatic spread.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT230153644,A21142927,,C0006826,,"<p>Cancer begins in your cells, which are the building blocks of your body. Normally, your body forms new cells as you need them, replacing old cells that die. Sometimes this process goes wrong. New cells grow even when you don't need them, and old cells don't die when they should. These extra cells can form a mass called a tumor. Tumors can be benign or malignant. <a href='https://medlineplus.gov/benigntumors.html'>Benign tumors</a> aren't cancer while malignant ones are. Cells from malignant tumors can invade nearby tissues. They can also break away and spread to other parts of the body. </p> <p>Cancer is not just one disease but many diseases. There are more than 100 different types of cancer. Most cancers are named for where they start. For example, lung cancer starts in the lung, and breast cancer starts in the breast. The spread of cancer from one part of the body to another is called metastasis. Symptoms and treatment depend on the cancer type and how advanced it is. Most treatment plans may include surgery, <a href='https://medlineplus.gov/radiationtherapy.html'>radiation</a> and/or <a href='https://medlineplus.gov/cancerchemotherapy.html'>chemotherapy</a>. Some may involve hormone therapy, <a href='https://medlineplus.gov/cancerimmunotherapy.html'>immunotherapy</a> or other types of biologic therapy, or <a href='https://medlineplus.gov/stemcells.html'>stem cell transplantation</a>. </p> <p >NIH: National Cancer Institute</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51219150,A1883479,,C0006826,,"new abnormal tissue that grows by excessive cellular division and proliferation more rapidly than normal and continues to grow after the stimuli that initiated the new growth cease; tumors perform no useful body function and may be benign or malignant; benign neoplasms are a noncancerous growth that does not invade nearby tissue or spread to other parts of the body; malignant neoplasms or cancer show a greater degree of anaplasia and have the properties of invasion and metastasis; neoplasm terms herein do not distinguish between benign or malignant states, use references listed to cover this concept.",CSP,,N,,,,,,,,,,,,,,,,
AT197954913,A7662470,,C0007118,,"A basal cell carcinoma which displays squamous differentiation. The neoplastic cells have more abundant cytoplasm with more marked keratinization than typical basal cell carcinomas. It usually has a more aggressive clinical course compared to typical basal cell carcinoma, and it may produce regional or widespread metastases.",NCI,,N,,,,,,,,,,,,,,,,
AT198103190,A7662470,,C0007118,,A basal cell carcinoma (skin neoplasm) which displays squamous differentiation.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT38148621,A0035032,,C0007118,,"A skin carcinoma that histologically exhibits both basal and squamous elements. (From Dorland, 27th ed)",MSH,,N,,,,,,,,,,,,,,,,
AT51222204,A0318452,,C0007118,,skin carcinoma that histologically exhibits both basal and squamous elements.,CSP,,N,,,,,,,,,,,,,,,,
AT130673072,A18553286,,C0007137,,a cancer arises from a cell called squamous epithelium. this is the most common type of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130673073,A18553287,,C0007137,,a cancer arises from a cell called squamous epithelium. this is the most common type of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130673074,A18553288,,C0007137,,a cancer arises from a cell called squamous epithelium. this is the most common type of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130673075,A18590393,,C0007137,,a cancer arises from a cell called squamous epithelium. this is the most common type of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130673076,A18627532,,C0007137,,a cancer arises from a cell called squamous epithelium. this is the most common type of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT130673077,A18664709,,C0007137,,a cancer arises from a cell called squamous epithelium. this is the most common type of skin cancer,CHV,,N,,,,,,,,,,,,,,,,
AT197967211,A7577246,,C0007137,,"A carcinoma arising from squamous epithelial cells. Morphologically, it is characterized by the proliferation of atypical, often pleomorphic squamous cells. Squamous cell carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Well differentiated carcinomas are usually associated with keratin production and the presence of intercellular bridges between adjacent cells. Representative examples are lung squamous cell carcinoma, skin squamous cell carcinoma, and cervical squamous cell carcinoma.",NCI,,N,,,,,,,,,,,,,,,,
AT198066267,A7577246,,C0007137,,A malignant neoplasm arising from squamous epithelial cells.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT198115518,A7577246,,C0007137,,"Cancer that begins in squamous cells, which are thin, flat cells that look like fish scales. Squamous cells are found in the tissue that forms the surface of the skin, the lining of the hollow organs of the body, and the passages of the respiratory and digestive tracts.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT199400108,A0035061,,C0007137,,"A carcinoma derived from stratified SQUAMOUS EPITHELIAL CELLS. It may also occur in sites where glandular or columnar epithelium is normally present. (From Stedman, 25th ed)",MSH,,N,,,,,,,,,,,,,,,,
AT206301661,A24677810,,C0007137,,The presence of squamous cell carcinoma of the skin. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT51222288,A1181971,,C0007137,,carcinoma developed from squamous epithelium.,CSP,,N,,,,,,,,,,,,,,,,
AT197955117,A7572046,,C0025202,,"A malignant, usually aggressive tumor composed of atypical, neoplastic melanocytes. Most often, melanomas arise in the skin (cutaneous melanomas) and include the following histologic subtypes: superficial spreading melanoma, nodular melanoma, acral lentiginous melanoma, and lentigo maligna melanoma. Cutaneous melanomas may arise from acquired or congenital melanocytic or dysplastic nevi. Melanomas may also arise in other anatomic sites including the gastrointestinal system, eye, urinary tract, and reproductive system. Melanomas frequently metastasize to lymph nodes, liver, lungs, and brain.",NCI,,N,,,,,,,,,,,,,,,,
AT198004872,A7572046,,C0025202,,"A form of cancer that begins in melanocytes (cells that make the pigment melanin). It may begin in a mole (skin melanoma), but can also begin in other pigmented tissues, such as in the eye or in the intestines.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198140434,A7572046,,C0025202,,A malignant neoplasm composed of melanocytes.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT206284922,A24670026,,C0025202,,The presence of a melanoma of the skin. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT206288772,A24675518,,C0025202,,"The presence of a melanoma, a malignant cancer originating from pigment producing melanocytes. Melanoma can originate from the skin or the pigmented layers of the eye (the uvea). [HPO:probinson]",HPO,,N,,,,,,,,,,,,,,,,
AT210373736,A7572046,,C0025202,,A malignant neoplasm comprised of melanocytes typically arising in the skin.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220106809,A21142706,,C0025202,,"<p>Melanoma is the most serious type of <a href='https://medlineplus.gov/skincancer.html'>skin cancer</a>. Often the first sign of melanoma is a change in the size, shape, color, or feel of a mole. Most melanomas have a black or black-blue area. Melanoma may also appear as a new mole. It may be black, abnormal, or ""ugly looking.""</p> <p>Thinking of ""ABCDE"" can help you remember what to watch for:</p> <ul> <li> Asymmetry - the shape of one half does not match the other</li> <li> Border - the edges are ragged, blurred or irregular</li> <li> Color - the color is uneven and may include shades of black, brown and tan</li> <li> Diameter - there is a change in size, usually an increase</li> <li>Evolving - the mole has changed over the past few weeks or months</li> </ul> <p>Surgery is the first treatment of all stages of melanoma. Other treatments include chemotherapy and radiation, biologic, and targeted therapies. Biologic therapy boosts your body's own ability to fight cancer. Targeted therapy uses substances that attack cancer cells without harming normal cells.</p> <p >NIH: National Cancer Institute</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38145012,A0084411,,C0025202,,"A malignant neoplasm derived from cells that are capable of forming melanin, which may occur in the skin of any part of the body, in the eye, or, rarely, in the mucous membranes of the genitalia, anus, oral cavity, or other sites. It occurs mostly in adults and may originate de novo or from a pigmented nevus or malignant lentigo. Melanomas frequently metastasize widely, and the regional lymph nodes, liver, lungs, and brain are likely to be involved. The incidence of malignant skin melanomas is rising rapidly in all parts of the world. (Stedman, 25th ed; from Rook et al., Textbook of Dermatology, 4th ed, p2445)",MSH,,N,,,,,,,,,,,,,,,,
AT51219969,A0483535,,C0025202,,"malignant neoplasm derived from cells that are capable of forming melanin, which may occur in the skin of any part of the body, in the eye, or, rarely, in the mucous membranes of the genitalia, anus, oral cavity, or other sites; occurring mostly in adults and may originate de novo or from a pigmented nevus or malignant lentigo; frequently metastasize widely, and the regional lymph nodes, liver, lungs, and brain are likely to be involved.",CSP,,N,,,,,,,,,,,,,,,,
AT198006147,A7620363,,C0553723,,A carcinoma arising from the squamous cells of the epidermis. Skin squamous cell carcinoma is most commonly found on sun-exposed areas. The majority of the tumors are well-differentiated.,NCI,,N,,,,,,,,,,,,,,,,
AT206299535,A24680585,,C0553723,,Squamous cell carcinoma of the skin is a malignant tumor of squamous epithelium. [HPO:curators],HPO,,N,,,,,,,,,,,,,,,,
AT103038994,A15376705,,C1123023,,"Nonparenchymatous organ that consists of the epidermis, dermis and sets of hair and nails and which surrounds the entire body. Subdivisions of the skin surround various body parts; as a whole, the skin constitutes the external layer of the body. Examples: There is only one skin.",FMA,,N,,,,,,,,,,,,,,,,
AT18955384,A0116917,,C1123023,,"Nonparenchymatous organ that consists of the dermis and epidermis. Subdivisions of the skin surround various body parts; as a whole, the skin constitutes the external layer of the body. Examples: There is only one skin.",UWDA,,N,,,,,,,,,,,,,,,,
AT38148526,A0116912,,C1123023,,The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS.,MSH,,N,,,,,,,,,,,,,,,,
AT51219053,A0489185,,C1123023,,covering of the outer region of the body that protects it from the environment.,CSP,,N,,,,,,,,,,,,,,,,
AT206291223,A24666304,,C0037317,,"An abnormality of sleep including such phenomena as 1) insomnia/hypersomnia, 2) non-restorative sleep, 3) sleep schedule disorder, 4) excessive daytime somnolence, 5) sleep apnea, and 6) restlessness. [HPO:curators]",HPO,,N,,,,,,,,,,,,,,,,
AT230523842,A28681205,,C0541798,,A type of insomnia characterized by waking up (too) early in the morning. [],HPO,,N,,,,,,,,,,,,,,,,
AT130670994,A18567451,,C0700201,,a group of disorders characterized by difficulty in going to sleep or staying asleep or excessive daytime sleepiness,CHV,,N,,,,,,,,,,,,,,,,
AT130670995,A18567452,,C0700201,,a group of disorders characterized by difficulty in going to sleep or staying asleep or excessive daytime sleepiness,CHV,,N,,,,,,,,,,,,,,,,
AT130670996,A18641798,,C0700201,,a group of disorders characterized by difficulty in going to sleep or staying asleep or excessive daytime sleepiness,CHV,,N,,,,,,,,,,,,,,,,
AT130670997,A18641799,,C0700201,,a group of disorders characterized by difficulty in going to sleep or staying asleep or excessive daytime sleepiness,CHV,,N,,,,,,,,,,,,,,,,
AT210368731,A25768590,,C0700201,,A question about whether an individual has or had a problem with their sleep.,NCI,,N,,,,,,,,,,,,,,,,
AT38145551,A0014482,,C0700201,,"A broad category of sleep disorders characterized by either hypersomnolence or insomnia. The three major subcategories include intrinsic (i.e., arising from within the body) (SLEEP DISORDERS, INTRINSIC), extrinsic (secondary to environmental conditions or various pathologic conditions), and disturbances of circadian rhythm. (From Thorpy, Sleep Disorders Medicine, 1994, p187)",MSH,,N,,,,,,,,,,,,,,,,
AT220005003,A7585665,,C0751249,,Insomnia that has persisted at least one month.,NCI,,N,,,,,,,,,,,,,,,,
AT198066600,A7577215,,C0851578,,"A disturbance of normal sleep patterns. There are a number of sleep disorders that range from trouble falling asleep, to nightmares, sleepwalking, and sleep apnea (problems with breathing that cause loud snoring). Poor sleep may also be caused by diseases such as heart disease, lung disease, or nerve disorders.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT208146178,A24826670,,C0851578,,"Conditions characterized by disturbances of usual sleep patterns or behaviors. SLEEP WAKE DISORDERS may be divided into three major categories: DYSSOMNIAS (i.e. disorders characterized by insomnia or hypersomnia), PARASOMNIAS (abnormal sleep behaviors), and SLEEP WAKE DISORDERS secondary to medical or psychiatric disorders. (From Thorpy, Sleep Disorders Medicine, 1994, p187)",MSH,,N,,,,,,,,,,,,,,,,
AT210376988,A7577215,,C0851578,,"A change from the patient's baseline sleeping pattern, in the hours slept and/or an alteration/dysfunction in the stages of sleep.",NCI,,N,,,,,,,,,,,,,,,,
AT210377562,A7577215,,C0851578,,"A change from the patient's baseline sleeping pattern, in the hours slept and/or an alteration/dysfunction in the stages of sleep.",NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT230154239,A21144002,,C0851578,,"<p>Is it hard for you to fall asleep or stay asleep through the night? Do you wake up feeling tired or feel very sleepy during the day, even if you have had enough sleep? You might have a sleep disorder. The most common kinds are</p> <ul> <li><a href='https://medlineplus.gov/insomnia.html'>Insomnia</a> - a hard time falling or staying asleep</li> <li><a href='https://medlineplus.gov/sleepapnea.html'>Sleep apnea</a> - breathing interruptions during sleep</li> <li> <a href='https://medlineplus.gov/restlesslegs.html'>Restless legs syndrome</a> - a tingling or prickly sensation in the legs </li> <li>Narcolepsy - daytime ""sleep attacks""</li> </ul> <p>Nightmares, night terrors, sleepwalking, sleep talking, head banging, wetting the bed and grinding your teeth are kinds of sleep problems called parasomnias. There are treatments for most sleep disorders. Sometimes just having <a href='https://medlineplus.gov/healthysleep.html'>good sleep habits</a> can help.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51220988,A0489212,,C0851578,,"conditions characterized by disturbances of usual sleep patterns or behaviors; divided into three major categories: dyssomnias (i.e. disorders characterized by insomnia or hypersomnia), parasomnias (abnormal sleep behaviors), and sleep disorders secondary to medical or psychiatric disorders.",CSP,,N,,,,,,,,,,,,,,,,
AT198103586,A7576300,,C0041671,,"A mental disorder characterized by inattention, easy distraction, careless mistakes and avoidance of tasks that require sustained mental focus. These behaviors can lead to maladaptive consequences in the affected individual's life.",NCI,,N,,,,,,,,,,,,,,,,
AT51221876,A0474179,,C0041671,,"behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity; although most individuals have symptoms of both inattention and hyperactivity-impulsivity, one or the other pattern may be predominant; symptoms often attenuate during late adolescence although a minority experience the full complement of symptoms into mid-adulthood.",CSP,,N,,,,,,,,,,,,,,,,
AT205729984,A24366350,,C1112466,,Migraine associated with an ischemic brain lesion.,NCI,,N,,,,,,,,,,,,,,,,
AT210367796,A24366350,,C1112466,,Migraine associated with an ischemic brain lesion.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT100259356,A0027339,,C0004096,,"A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",MSH,,N,,,,,,,,,,,,,,,,
AT197954761,A7568911,,C0004096,,A chronic respiratory disease manifested as difficulty breathing due to the narrowing of bronchial passageways.,NCI,,N,,,,,,,,,,,,,,,,
AT197979559,A7568911,,C0004096,,"A chronic disease in which the bronchial airways in the lungs become narrowed and swollen, making it difficult to breathe. Symptoms include wheezing, coughing, tightness in the chest, shortness of breath, and rapid breathing. An attack may be brought on by pet hair, dust, smoke, pollen, mold, exercise, cold air, or stress.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT206283395,A24682200,,C0004096,,"Asthma is characterized by increased responsiveness of the tracheobronchial tree to multiple stimuli, leading to narrowing of the air passages with resultant dyspnea, cough, and wheezing. [HPO:probinson]",HPO,,N,,,,,,,,,,,,,,,,
AT210366045,A7568911,,C0004096,,"A chronic respiratory disease caused by obstruction of the bronchi and small airways, and characterized by wheezing and shortness of breath.",NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT220107105,A21143704,,C0004096,,"<p>Asthma is a chronic disease that affects your airways. Your airways are tubes that carry air in and out of your lungs. If you have asthma, the inside walls of your airways become sore and swollen. That makes them very sensitive, and they may react strongly to things that you are <a href='https://medlineplus.gov/allergy.html'>allergic</a> to or find irritating. When your airways react, they get narrower and your lungs get less air.</p> <p>Symptoms of asthma include</p> <ul> <li>Wheezing</li> <li>Coughing, especially early in the morning or at night</li> <li>Chest tightness</li> <li>Shortness of breath</li> </ul> <p>Not all people who have asthma have these symptoms. Having these symptoms doesn't always mean that you have asthma. Your doctor will diagnose asthma based on lung function tests, your medical history, and a physical exam. You may also have allergy tests.</p> <p>When your asthma symptoms become worse than usual, it's called an asthma attack. Severe asthma attacks may require emergency care, and they can be fatal.</p> <p>Asthma is treated with two kinds of medicines: quick-relief medicines to stop asthma symptoms and long-term control medicines to prevent symptoms. </p> <p >NIH: National Heart, Lung, and Blood Institute</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT51224101,A0474097,,C0004096,,"form of bronchial disorder associated with airway obstruction, marked by recurrent attacks of paroxysmal dyspnea, with wheezing due to spasmodic contraction of the bronchi.",CSP,,N,,,,,,,,,,,,,,,,
AT198017269,A10760421,,C0024117,,"A type of lung disease marked by permanent damage to tissues in the lungs, making it hard to breathe. Chronic obstructive pulmonary disease includes chronic bronchitis, in which the bronchi (large air passages) are inflamed and scarred, and emphysema, in which the alveoli (tiny air sacs) are damaged. It develops over many years and is usually caused by cigarette smoking.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198115703,A10760421,,C0024117,,"A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.",NCI,,N,,,,,,,,,,,,,,,,
AT220105859,A24183307,,C0024117,,"<p>COPD (chronic obstructive pulmonary disease) makes it hard for you to breathe. The two main types are <a href='https://medlineplus.gov/chronicbronchitis.html'>chronic bronchitis</a> and <a href='https://medlineplus.gov/emphysema.html'>emphysema</a>. The main cause of COPD is long-term exposure to substances that irritate and damage the lungs. This is usually cigarette smoke. Air pollution, chemical fumes, or dust can also cause it.</p> <p>At first, COPD may cause no symptoms or only mild symptoms. As the disease gets worse, symptoms usually become more severe. They include</p> <ul> <li>A cough that produces a lot of mucus</li> <li>Shortness of breath, especially with physical activity</li> <li>Wheezing</li> <li>Chest tightness</li> </ul> <p>Doctors use lung function tests, imaging tests, and blood tests to diagnose COPD. There is no cure. Treatments may relieve symptoms. They include medicines, oxygen therapy, surgery, or a lung transplant. <a href='https://medlineplus.gov/quittingsmoking.html'>Quitting smoking</a> is the most important step you can take to treat COPD. </p> <p >NIH: National Heart, Lung, and Blood Institute</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT225123238,A24666862,,C0024117,,"An anomaly that is characterized progressive airflow obstruction that is only partly reversible, inflammation in the airways, and systemic effects or comorbities. [PMID:25943942]",HPO,,N,,,,,,,,,,,,,,,,
AT32351267,A0594783,,C0024117,,"chronic, irreversible obstruction of air flow from the lungs.",CSP,,N,,,,,,,,,,,,,,,,
AT38148619,A0107746,,C0024117,,A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.,MSH,,N,,,,,,,,,,,,,,,,
AT198016777,A24370186,,C0035204,,"A non-neoplastic or neoplastic disorder that affects the respiratory system. Representative examples include pneumonia, chronic obstructive pulmonary disease, pulmonary failure, lung adenoma, lung carcinoma, and tracheal carcinoma.",NCI,,N,,,,,,,,,,,,,,,,
AT38154945,A0111363,,C0035204,,Diseases of the respiratory system in general or unspecified or for a specific respiratory disease not available.,MSH,,N,,,,,,,,,,,,,,,,
AT51225271,A0488368,,C0035204,,condition in which there is a deviation from or interruption of the normal structure or function of the respiratory system.,CSP,,N,,,,,,,,,,,,,,,,
AT32350354,A0488369,,C0035228,,form of hypersensitivity affecting the respiratory tract.,CSP,,N,,,,,,,,,,,,,,,,
AT53896292,A0111410,,C0035228,,"A form of hypersensitivity affecting the respiratory tract. It includes ASTHMA and RHINITIS, ALLERGIC, SEASONAL.",MSH,,N,,,,,,,,,,,,,,,,
AT130671134,A18624738,,C0392707,,an allergic reaction with strong family tendencies,CHV,,N,,,,,,,,,,,,,,,,
AT197955786,A7568288,,C0392707,,"A genetic predisposition to form IgE antibodies in response to exposure to allergens and therefore, for the development of immediate (type I) hypersensitivity and atopic conditions, such as allergic rhinitis; bronchial asthma, atopic dermatitis, and food allergy. Mutations of specific alleles on the long arm of chromosome 5 have been associated with higher levels of IL-4 and IgE and are known as IL-4 promoter polymorphisms.",NCI,,N,,,,,,,,,,,,,,,,
AT51219235,A0474146,,C0392707,,"genetic predisposition toward the development of immediate (type I) hypersensitivity reactions against common environmental antigens (atopic allergy); the most common clinical manifestation is allergic rhinitis; bronchial asthmas, atopic dermatitis and food allergy also occur.",CSP,,N,,,,,,,,,,,,,,,,
AT206290348,A24667756,,C0004099,,Asthma attacks following exercise. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT38153896,A0027346,,C0004099,,"Asthma attacks following a period of exercise. Usually the induced attack is short-lived and regresses spontaneously. The magnitude of postexertional airway obstruction is strongly influenced by the environment in which exercise is performed (i.e. inhalation of cold air during physical exertion markedly augments the severity of the airway obstruction; conversely, warm humid air blunts or abolishes it).",MSH,,N,,,,,,,,,,,,,,,,
AT206300721,A27414137,,C0038218,,"Severe asthma unresponsive to repeated courses of beta-agonist therapy such as inhaled albuterol, levalbuterol, or subcutaneous epinephrine. [HPO:probinson, pmid:22794687]",HPO,,N,,,,,,,,,,,,,,,,
AT210372755,A25761718,,C0038218,,"An acute exacerbation of asthma, characterized by inadequate response to initial bronchodilators.",NCI,,N,,,,,,,,,,,,,,,,
AT210373633,A25761718,,C0038218,,"An acute exacerbation of asthma, characterized by an inadequate response to the initial use of bronchodilators and the progressive worsening of bronchial obstruction and shortness of breath, which can result in the need for mechanical ventilation and/or possibly death.",NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT38137815,A0119369,,C0038218,,"A sudden intense and continuous aggravation of a state of asthma, marked by dyspnea to the point of exhaustion and collapse and not responding to the usual therapeutic efforts.",MSH,,N,,,,,,,,,,,,,,,,
AT198115241,A7591016,,C0155883,,Chronic airway obstruction caused by asthma.,NCI,,N,,,,,,,,,,,,,,,,
