CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0005587,A7569126,AT198140601,NULL,NCI,"The depressive stage of bipolar disorder.",N,NULL
C0005587,A0474782,AT51222668,NULL,CSP,"severe disorder characterized by one or more manic episodes; although diagnosis does not require a major depressive episode, virtually all cases eventually develop one.",N,NULL
C0024713,A7607404,AT220000490,NULL,NCI,"The manic phase of bipolar disorder.",N,NULL
C0024713,A0318481,AT51224351,NULL,CSP,"manic episode of the major affective disorder bipolar depression; tendency to remission and recurrence and to swing to the major depressive episode.",N,NULL
C0001723,A7576259,AT219997731,NULL,NCI,"The manifestation of psychotic symptoms, such as hallucinations or delusions, in the presence of a mood disorder.",N,NULL
C0001723,A0020491,AT38149598,NULL,MSH,"Disorders in which the essential feature is a severe disturbance in mood (depression, anxiety, elation, and excitement) accompanied by psychotic symptoms such as delusions, hallucinations, gross impairment in reality testing, etc.",N,NULL
C0004936,A7616019,AT197967125,NULL,NCI,"A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms. The symptoms may cause clinically significant distress or impairment in social and occupational areas of functioning. Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.",N,NULL
C0004936,A21145092,AT220106820,NULL,MEDLINEPLUS,"<p>Mental disorders include a wide range of problems, including</p> <ul> <li><a href='https://medlineplus.gov/anxiety.html'>Anxiety disorders</a>, including <a href='https://medlineplus.gov/panicdisorder.html'>panic disorder</a>, <a href='https://medlineplus.gov/obsessivecompulsivedisorder.html'>obsessive-compulsive disorder</a>, <a href='https://medlineplus.gov/posttraumaticstressdisorder.html'>post-traumatic stress disorder</a>, and <a href='https://medlineplus.gov/phobias.html'>phobias</a></li> <li><a href='https://medlineplus.gov/bipolardisorder.html'>Bipolar disorder</a></li> <li><a href='https://medlineplus.gov/depression.html'>Depression</a></li> <li><a href='https://medlineplus.gov/mooddisorders.html'>Mood disorders</a></li> <li><a href='https://medlineplus.gov/personalitydisorders.html'>Personality disorders</a></li> <li><a href='https://medlineplus.gov/psychoticdisorders.html'>Psychotic disorders</a>, including <a href='https://medlineplus.gov/schizophrenia.html'>schizophrenia</a></li> </ul> <p>There are many causes of mental disorders. Your genes and family history may play a role. Your life experiences, such as stress or a history of abuse, may also matter. Biological factors can also be part of the cause. A traumatic brain injury can lead to a mental disorder. A mother's exposure to viruses or toxic chemicals while pregnant may play a part. Other factors may increase your risk, such as use of illegal drugs or having a serious medical condition like cancer.</p> <p>Medications and counseling can help many mental disorders. </p>",N,NULL
C0004936,A0084850,AT38150979,NULL,MSH,"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.",N,NULL
C0004936,A0483600,AT51221287,NULL,CSP,"any of various conditions characterized by impairment of an individual's normal cognitive, emotional, or behavioral functioning, and caused by social, psychological, biochemical, genetic, or other factors, such as infection or head trauma; note behavior disorders are a subset of mental disorder.",N,NULL
C0525045,A19028206,AT198073978,NULL,NCI,"A category of psychiatric disorders which have as their most predominant feature a disturbance in mood.",N,NULL
C0525045,A21143122,AT220106139,NULL,MEDLINEPLUS,"<p>Most people feel sad or irritable from time to time. They may say they're in a bad mood. A mood disorder is different. It affects a person's everyday emotional state. Nearly one in ten people aged 18 and older have mood disorders. These include <a href='https://medlineplus.gov/depression.html'>depression</a> and <a href='https://medlineplus.gov/bipolardisorder.html'>bipolar disorder</a> (also called manic depression).</p> <p>Mood disorders can increase a person's risk for heart disease, diabetes, and other diseases. Treatments include medication, psychotherapy, or a combination of both. With treatment, most people with mood disorders can lead productive lives.</p>",N,NULL
C0525045,A0436014,AT38148772,NULL,MSH,"Those disorders that have a disturbance in mood as their predominant feature.",N,NULL
C0525045,A0319466,AT51219446,NULL,CSP,"emotional behavior inappropriate for one's age or circumstances, characterized by unusual excitability, guilt, anxiety, or hostility.",N,NULL
C0010598,A0044551,AT38151264,NULL,MSH,"An affective disorder characterized by periods of depression and hypomania. These may be separated by periods of normal mood.",N,NULL
C0010598,A0477082,AT51225505,NULL,CSP,"chronic mood disturbance of at least 2 years' duration involving numerous hypomanic episodes separated by periods of depression or loss of pleasure or interest.",N,NULL
C0011581,A28681689,AT230523362,NULL,HPO,"Frequent feelings of being down, miserable, and/or hopeless; difficulty recovering from such moods; pessimism about the future; pervasive shame; feeling of inferior self-worth; thoughts of suicide and suicidal behavior. [HPO:probinson, PMID:23902698]",N,NULL
C0011581,A0047142,AT38145943,NULL,MSH,"An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.",N,NULL
C0338831,A12811609,AT198020599,NULL,NCI_CTCAE,"A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood.",N,NULL
C0338831,A12811609,AT230074030,NULL,NCI,"Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.",N,NULL
C1269683,A6956549,AT38146905,NULL,MSH,"Marked depression appearing in the involution period and characterized by hallucinations, delusions, paranoia, and agitation.",N,NULL
C1269683,A0483241,AT51220030,NULL,CSP,"one or more periods of depression in the absence of history of manic or hypomanic episodes; chronic type lasts 2 or more years; melancholic type is more severe, has vegetative signs, and responds well to somatic therapy.",N,NULL
C0018821,A21144616,AT220107412,NULL,MEDLINEPLUS,"<p>Heart surgery can correct problems with the heart if other treatments haven't worked or can't be used. The most common type of heart surgery for adults is <a href='https://medlineplus.gov/coronaryarterybypasssurgery.html'>coronary artery bypass grafting</a> (CABG). During CABG, a healthy artery or vein from the body is connected, or grafted, to a blocked coronary (heart) artery.</p> <p>Doctors also use heart surgery to</p> <ul> <li>Repair or replace <a href='https://medlineplus.gov/heartvalvediseases.html'>heart valves</a>, which control blood flow through the heart</li> <li>Repair abnormal or damaged structures in the heart</li> <li>Implant medical <a href='https://medlineplus.gov/pacemakersandimplantabledefibrillators.html'>devices</a> that help control the heartbeat or support heart function and blood flow</li> <li><a href='https://medlineplus.gov/hearttransplantation.html'>Replace</a> a damaged heart with a healthy heart from a donor</li> <li>Treat <a href='https://medlineplus.gov/heartfailure.html'>heart failure</a> and <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary heart disease</a></li> <li> Control <a href='https://medlineplus.gov/arrhythmia.html'>abnormal heart rhythms</a></li> </ul> <p>Heart surgery has risks, even though its results often are excellent. Risks include bleeding, infection, irregular heartbeats, and stroke. The risk is higher if you are older or a woman. The risk is also higher if you have other diseases or conditions, such as diabetes, kidney disease, lung disease, or peripheral arterial disease.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,NULL
C0018821,A0891252,AT38147789,NULL,MSH,"Surgery performed on the heart.",N,NULL
C0018821,A0480556,AT51218779,NULL,CSP,"procedures performed on the heart, used in the treatment of disease, injuries, or deformities.",N,NULL
C0027056,A0089441,AT38142716,NULL,MSH,"The restoration of blood supply to the myocardium. (From Dorland, 28th ed)",N,NULL
C0027056,A0319138,AT51220336,NULL,CSP,"surgical restoration of blood supply to the heart.",N,NULL
C0581603,A8256613,AT51222100,NULL,CSP,"procedures performed on the blood vessels with the intent of restoring the circulation or integrity of the blood vessels and to improve circulation deficiencies due to disease, injuries, or deformities.",N,NULL
C0021781,A0074939,AT38138845,NULL,MSH,"Direct myocardial revascularization in which the internal mammary artery is anastomosed to the right coronary artery, circumflex artery, or anterior descending coronary artery. The internal mammary artery is the most frequent choice, especially for a single graft, for coronary artery bypass surgery.",N,NULL
C0003483,A7568836,AT198052351,NULL,NCI_NCI-GLOSS,"The largest artery in the body. It carries oxygen-rich blood away from the heart to vessels that reach the rest of the body.",N,NULL
C0003483,A7568836,AT198101560,NULL,NCI,"The major arterial trunk that carries oxygenated blood from the left ventricle into the ascending aorta behind the heart, the aortic arch, through the thorax as the descending aorta and through the abdomen as the abdominal aorta; it bifurcates into the left and right common iliac arteries.",N,NULL
C0003483,A7568836,AT224189146,NULL,NCI_CDISC,"The major artery of the body; it arises from the left ventricle of the heart and terminally bifurcates into the common iliac arteries.",N,NULL
C0003483,A0025439,AT38134888,NULL,MSH,"The main trunk of the systemic arteries.",N,NULL
C0003483,A0473792,AT51218597,NULL,CSP,"main trunk from which the systemic arterial system proceeds.",N,NULL
C0010054,A24678116,AT206294256,NULL,HPO,"Coronary artery disease, also called atherosclerotic heart disease, is the result of atheromatous plaques within the coronary arteries leading to myocardial ischemia and infarction. [HPO:curators]",N,NULL
C0010054,A7569775,AT220002935,NULL,NCI,"Atherosclerosis of the coronary vasculature.",N,NULL
C0010054,A12989984,AT73495058,NULL,MSH,"Thickening and loss of elasticity of the CORONARY ARTERIES, leading to progressive arterial insufficiency (CORONARY DISEASE).",N,NULL
C0010068,A0318709,AT51224470,NULL,CSP,"imbalance between myocardial functional requirements and the capacity of the coronary vessels to supply sufficient blood flow.",N,NULL
C0010068,A0042919,AT73518889,NULL,MSH,"An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.",N,NULL
C0010075,A0042935,AT43116260,NULL,MSH,"The veins and arteries of the HEART.",N,NULL
C0010075,A0476729,AT51219877,NULL,CSP,"veins and arteries of the heart.",N,NULL
C0018787,A0066374,AT18955258,NULL,UWDA,"Organ with cavitated organ parts, which is connected to the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",N,NULL
C0018787,A7570969,AT198040180,NULL,NCI,"A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).",N,NULL
C0018787,A15475732,AT218910303,NULL,FMA,"Organ with cavitated organ parts, which is continuous with the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",N,NULL
C0018787,A7570969,AT224182774,NULL,NCI_CDISC,"A hollow muscular organ which receives the blood from the veins and pumps it into the arteries.",N,NULL
C0018787,A0066368,AT38140577,NULL,MSH,"The hollow, muscular organ that maintains the circulation of the blood.",N,NULL
C0018787,A0480532,AT51224313,NULL,CSP,"hollow, muscular organ that maintains the circulation of the blood.",N,NULL
C0151744,A10761282,AT197956750,NULL,NCI,"A disorder of cardiac function caused by insufficient blood flow to the muscle tissue of the heart. The decreased blood flow may be due to narrowing of the coronary arteries, to obstruction by a thrombus, or less commonly, to diffuse narrowing of arterioles and other small vessels within the heart. Severe interruption of the blood supply to the myocardial tissue may result in necrosis of cardiac muscle (myocardial infarction).",N,NULL
C0151744,A1883473,AT51219361,NULL,CSP,"blood deficiency in the myocardium caused by a constriction or obstruction of its blood vessels; frequently occurs in conjunction with hypoxia, which is reduction in oxygen supply.",N,NULL
C0151744,A0247486,AT73497325,NULL,MSH,"A disorder of cardiac function caused by insufficient blood flow to the muscle tissue of the heart. The decreased blood flow may be due to narrowing of the coronary arteries (CORONARY ARTERY DISEASE), to obstruction by a thrombus (CORONARY THROMBOSIS), or less commonly, to diffuse narrowing of arterioles and other small vessels within the heart. Severe interruption of the blood supply to the myocardial tissue may result in necrosis of cardiac muscle (MYOCARDIAL INFARCTION).",N,NULL
C0597087,A1200113,AT32352486,NULL,CSP,"the restoration of blood supply by nonsurgical means.",N,NULL
C1956346,A17693073,AT197954630,NULL,NCI,"Narrowing of the coronary arteries due to fatty deposits inside the arterial walls. The diagnostic criteria may include documented history of any of the following: documented coronary artery stenosis greater than or equal to 50% (by cardiac catheterization or other modality of direct imaging of the coronary arteries); previous coronary artery bypass surgery (CABG); previous percutaneous coronary intervention (PCI); previous myocardial infarction. (ACC)",N,NULL
C1956346,A24682111,AT206293710,NULL,HPO,"Reduction of the diameter of the coronary arteries as the result of an accumulation of atheromatous plaques within the walls of the coronary arteries, which increases the risk of myocardial ischemia. [HPO:probinson]",N,NULL
C1956346,A21144940,AT220107245,NULL,MEDLINEPLUS,"<p>Coronary artery disease (CAD) is the most common type of heart disease. It is the leading cause of death in the United States in both men and women.</p> <p>CAD happens when the arteries that supply blood to heart muscle become hardened and narrowed. This is due to the buildup of <a href='https://medlineplus.gov/cholesterol.html'>cholesterol</a> and other material, called plaque, on their inner walls. This buildup is called <a href='https://medlineplus.gov/atherosclerosis.html'>atherosclerosis</a>. As it grows, less blood can flow through the arteries. As a result, the heart muscle can't get the blood or oxygen it needs. This can lead to chest pain (<a href='https://medlineplus.gov/angina.html'>angina</a>) or a <a href='https://medlineplus.gov/heartattack.html'>heart attack</a>. Most heart attacks happen when a <a href='https://medlineplus.gov/bloodclots.html'>blood clot</a> suddenly cuts off the hearts' blood supply, causing permanent heart damage. </p> <p>Over time, CAD can also weaken the heart muscle and contribute to <a href='https://medlineplus.gov/heartfailure.html'>heart failure</a> and <a href='https://medlineplus.gov/arrhythmia.html'>arrhythmias</a>. Heart failure means the heart can't pump blood well to the rest of the body. Arrhythmias are changes in the normal beating rhythm of the heart. </p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,NULL
C1956346,A12989983,AT73495022,NULL,MSH,"Pathological processes of CORONARY ARTERIES that may derive from a congenital abnormality, atherosclerotic, or non-atherosclerotic cause.",N,NULL
C0011570,A7569991,AT197967329,NULL,NCI,"A melancholy feeling of sadness and despair.",N,NULL
C0011570,A7569991,AT198078672,NULL,NCI_NCI-GLOSS,"A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life. Other symptoms of depression include feelings of worthlessness and hopelessness, loss of pleasure in activities, changes in eating or sleeping habits, and thoughts of death or suicide. Depression can affect anyone, and can be successfully treated. Depression affects 15-25% of cancer patients.",N,NULL
C0011570,A7569991,AT198128024,NULL,NCI_CTCAE,"A disorder characterized by melancholic feelings of grief or unhappiness.",N,NULL
C0011570,A21142605,AT220102297,NULL,MEDLINEPLUS,"<p>Depression is a serious medical illness. It's more than just a feeling of being sad or ""blue"" for a few days. If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away. They persist and interfere with your everyday life. Symptoms can include</p> <ul> <li>Feeling sad or ""empty""</li> <li>Loss of interest in favorite activities</li> <li>Overeating, or not wanting to eat at all</li> <li>Not being able to sleep, or sleeping too much</li> <li>Feeling very tired</li> <li>Feeling hopeless, irritable, anxious, or guilty</li> <li>Aches or pains, headaches, cramps, or digestive problems</li> <li>Thoughts of death or <a href='https://medlineplus.gov/suicide.html'>suicide</a></li> </ul> <p>Depression is a disorder of the brain. There are a variety of causes, including genetic, biological, environmental, and psychological factors. Depression can happen at any age, but it often begins in teens and young adults. It is much more common in women. Women can also get <a href='https://medlineplus.gov/postpartumdepression.html'>postpartum depression</a> after the birth of a baby. Some people get <a href='https://medlineplus.gov/seasonalaffectivedisorder.html'>seasonal affective disorder</a> in the winter. Depression is one part of <a href='https://medlineplus.gov/bipolardisorder.html'>bipolar disorder</a>.</p> <p>There are effective treatments for depression, including <a href='https://medlineplus.gov/antidepressants.html'>antidepressants</a>, talk therapy, or both.</p> <p >NIH: National Institute of Mental Health</p>",N,NULL
C0011570,A0047119,AT38149345,NULL,MSH,"Depressive states usually of moderate intensity in contrast with major depression present in neurotic and psychotic disorders.",N,NULL
C0011570,A0477547,AT51219566,NULL,CSP,"unpleasant, but not necessarily irrational or pathological, mood state characterized by sadness, despair, or discouragement; ""the blues""; may also involve low self-esteem, social withdrawal, and somatic symptoms such as eating and sleep disturbance.",N,NULL
C0026516,A15569823,AT197972138,NULL,NCI,"A relatively temporary state of feeling.",N,NULL
C0011579,A7577133,AT197992667,NULL,NCI,"Depression precipitated by events in a person's life.",N,NULL
C0041696,A7574314,AT230067613,NULL,NCI,"A mood disorder having a clinical course involving one or more episodes of serious psychological depression that last two or more weeks each, do not have intervening episodes of mania or hypomania, and are characterized by a loss of interest or pleasure in almost all activities and by some or all of disturbances of appetite, sleep, or psychomotor functioning, a decrease in energy, difficulties in thinking or making decisions, loss of self-esteem or feelings of guilt, and suicidal thoughts or attempts.",N,NULL
C0221074,A18560315,AT130672024,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18578764,AT130672025,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18597380,AT130672027,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18615936,AT130672028,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18615937,AT130672029,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18615938,AT130672030,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18653088,AT130672032,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18671711,AT130672033,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18671712,AT130672034,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A18690166,AT130672035,NULL,CHV,"depression in women occurring usually shortly after childbirth",N,NULL
C0221074,A19037110,AT197975086,NULL,NCI,"A type of clinical depression that occurs after childbirth.",N,NULL
C0221074,A19037110,AT210371948,NULL,NCI_NICHD,"A major depressive episode that begins during pregnancy or within 4-6 weeks of delivery.",N,NULL
C0221074,A21144332,AT220104032,NULL,MEDLINEPLUS,"<p>Many women have the baby blues after childbirth. If you have the baby blues, you may have mood swings, feel sad, anxious or overwhelmed, have crying spells, lose your appetite, or have trouble sleeping. The baby blues most often go away within a few days or a week. The symptoms are not severe and do not need treatment.</p> <p>The symptoms of postpartum depression last longer and are more severe. You may also feel hopeless and worthless, and lose interest in the baby. You may have thoughts of hurting yourself or the baby. Very rarely, new mothers develop something even more serious. They may have hallucinations or try to hurt themselves or the baby. They need to get treatment right away, often in the hospital.</p> <p>Postpartum depression can begin anytime within the first year after childbirth. The cause is not known. Hormonal and physical changes after birth and the stress of caring for a new baby may play a role. Women who have had depression are at higher risk.</p> <p>If you think you have postpartum depression, tell your health care provider. Medicines, including <a href='https://medlineplus.gov/antidepressants.html'>antidepressants</a> and talk therapy can help you get well.</p> <p >Dept. of Health and Human Services Office on Women's Health</p>",N,NULL
C0221074,A2615174,AT51224902,NULL,CSP,"depression in women occurring usually shortly after the delivery of a child; degree of depression ranges from mild transient depression to neurotic or psychotic depressive disorders.",N,NULL
C0221074,A0547964,AT53894521,NULL,MSH,"Depression in POSTPARTUM WOMEN, usually within four weeks after giving birth (PARTURITION). The degree of depression ranges from mild transient depression to neurotic or psychotic depressive disorders. (From DSM-IV, p386)",N,NULL
C0001622,A23892493,AT210365813,NULL,NCI_NICHD,"Abnormally high levels of cortisol in the blood.",N,NULL
C0001622,A23892493,AT230074323,NULL,NCI,"Abnormally high level of cortisol in the blood.",N,NULL
C0001622,A6993208,AT43117352,NULL,MSH,"Excess production of ADRENAL CORTEX HORMONES such as ALDOSTERONE; HYDROCORTISONE; DEHYDROEPIANDROSTERONE; and/or ANDROSTENEDIONE. Hyperadrenal syndromes include CUSHING SYNDROME; HYPERALDOSTERONISM; and VIRILISM.",N,NULL
C0001622,A1307223,AT51218839,NULL,CSP,"complex of symptoms and signs due to excessive production or administration of hydrocortisone or its semi-synthetic analogs.",N,NULL
C0001622,A0319233,AT51220531,NULL,CSP,"abnormally increased secretion of adrenal hormones.",N,NULL
C0003289,A7665286,AT198078242,NULL,NCI_NCI-GLOSS,"A drug used to treat depression.",N,NULL
C0003289,A7665286,AT219998005,NULL,NCI,"A pharmacological agent that acts on neurotransmitter signaling pathways to alleviate the symptoms of depression.",N,NULL
C0003289,A21145280,AT220104958,NULL,MEDLINEPLUS,"<p>Antidepressants are medicines that treat <a href='https://medlineplus.gov/depression.html'>depression</a>. Your doctor can prescribe them for you. They work to balance some of the natural chemicals in our brains. It may take several weeks for them to help. There are several types of antidepressants. You and your doctor may have to try a few before finding what works best for you.</p> <p>Antidepressants may cause mild side effects that usually do not last long. These may include headache, nausea, sleep problems, restlessness, and sexual problems. Tell your doctor if you have any side effects. You should also let your doctor know if you take any other medicines, vitamins, or herbal supplements.</p> <p>It is important to keep taking your medicines, even if you feel better. Do not stop taking your medicines without talking to your doctor. You often need to stop antidepressants gradually.</p> <p >NIH: National Institute of Mental Health</p>",N,NULL
C0003289,A0024847,AT38142143,NULL,MSH,"Mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions. Several MONOAMINE OXIDASE INHIBITORS are useful as antidepressants apparently as a long-term consequence of their modulation of catecholamine levels. The tricyclic compounds useful as antidepressive agents (ANTIDEPRESSIVE AGENTS, TRICYCLIC) also appear to act through brain catecholamine systems. A third group (ANTIDEPRESSIVE AGENTS, SECOND-GENERATION) is a diverse group of drugs including some that act specifically on serotonergic systems.",N,NULL
C0003289,A0248428,AT51225150,NULL,CSP,"mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions.",N,NULL
C0011573,A7576546,AT197980110,NULL,NCI,"Depression which is considered strictly biological.",N,NULL
C0013987,A10759739,AT198032457,NULL,NCI,"That aspect of consciousness devoted to affect or feeling; a strong feeling, aroused mental state, or intense state of drive or unrest directed toward a definite object, with physiological, somatic, and behavioral components.",N,NULL
C0013987,A0478406,AT32350535,NULL,CSP,"that aspect of consciousness devoted to affect or feeling.",N,NULL
C0013987,A0053790,AT38136485,NULL,MSH,"Those affective states which can be experienced and have arousing and motivational properties.",N,NULL
C0025193,A12790524,AT198005019,NULL,NCI,"A subtype of depression characterized by the inability to find pleasure in positive things combined with physical agitation, insomnia, or decreased appetite.",N,NULL
C0178417,A19581038,AT141595868,NULL,MSH,"Inability to experience pleasure due to impairment or dysfunction of normal psychological and neurobiological mechanisms. It is a symptom of many PSYCHOTIC DISORDERS (e.g., DEPRESSIVE DISORDER, MAJOR; and SCHIZOPHRENIA).",N,NULL
C0178417,A7576271,AT198017561,NULL,NCI,"An inability to experience pleasure.",N,NULL
C0178417,A24674545,AT206297983,NULL,HPO,"Inability to experience pleasure activities usually found enjoyable. [HPO:probinson]",N,NULL
C0178417,A7576271,AT210373784,NULL,NCI_NICHD,"Reduced ability to experience pleasure.",N,NULL
C0344315,A24389355,AT205722504,NULL,NCI,"An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.",N,NULL
C0344315,A24389355,AT210364007,NULL,NCI_NICHD,"An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.",N,NULL
C0014130,A24388420,AT198115657,NULL,NCI,"A non-neoplastic or neoplastic disorder that affects the endocrine system. Representative examples of non-neoplastic disorders include diabetes mellitus, hyperthyroidism, and adrenal gland insufficiency. Representative examples of neoplastic disorders include carcinoid tumor, neuroendocrine carcinoma, and pheochromocytoma.",N,NULL
C0014130,A21144979,AT220106618,NULL,MEDLINEPLUS,"<p>Your endocrine system includes eight major glands throughout your body. These glands make <a href='https://medlineplus.gov/hormones.html'>hormones</a>. Hormones are chemical messengers. They travel through your bloodstream to tissues or organs. Hormones work slowly and affect body processes from head to toe. These include</p> <ul> <li>Growth and development</li> <li>Metabolism - digestion, elimination, breathing, blood circulation and maintaining body temperature </li> <li>Sexual function</li> <li>Reproduction</li> <li>Mood</li> </ul> <p>If your hormone levels are too high or too low, you may have a hormone disorder. Hormone diseases also occur if your body does not respond to hormones the way it is supposed to. Stress, infection and changes in your blood's <a href='https://medlineplus.gov/fluidandelectrolytebalance.html'>fluid and electrolyte balance</a> can also influence hormone levels.</p> <p>In the United States, the most common endocrine disease is <a href='https://medlineplus.gov/diabetes.html'>diabetes</a>. There are many others. They are usually treated by controlling how much hormone your body makes. Hormone supplements can help if the problem is too little of a hormone.</p>",N,NULL
C0014130,A6967433,AT43117383,NULL,MSH,"Pathological processes of the ENDOCRINE GLANDS, and diseases resulting from abnormal level of available HORMONES.",N,NULL
C0014130,A0478460,AT51222569,NULL,CSP,"impairment of health or a condition of abnormal functioning of the system of glands that release their secretions (hormones) directly into the circulatory system.",N,NULL
C0028715,A0135468,AT64676892,NULL,MSH,"A collective term for nutritional disorders resulting from poor absorption or nutritional imbalance, and metabolic disorders resulting from defects in biosynthesis (ANABOLISM) or breakdown (CATABOLISM) of endogenous substances.",N,NULL
C0149670,A20242844,AT198025466,NULL,NCI,"An inherited or acquired disorder that affects the metabolism of the carbohydrates. Representative examples include diabetes mellitus, glycogen storage disease, mucopolysaccharidoses, and lactose intolerance.",N,NULL
C0149670,A27392701,AT220104354,NULL,MEDLINEPLUS,"<p>Metabolism is the process your body uses to make energy from the food you eat. Food is made up of proteins, carbohydrates, and fats. Chemicals in your digestive system (enzymes) break the food parts down into sugars and acids, your body's fuel. Your body can use this fuel right away, or it can store the energy in your body tissues. If you have a <a href='https://medlineplus.gov/metabolicdisorders.html'>metabolic disorder</a>, something goes wrong with this process.</p> <p>Carbohydrate metabolism disorders are a group of metabolic disorders. Normally your enzymes break <a href='https://medlineplus.gov/carbohydrates.html'>carbohydrates</a> down into glucose (a type of sugar). If you have one of these disorders, you may not have enough enzymes to break down the carbohydrates. Or the enzymes may not work properly. This causes a harmful amount of sugar to build up in your body. That can lead to health problems, some of which can be serious. Some of the disorders are fatal.</p> <p>These disorders are inherited. Newborn babies get <a href='https://medlineplus.gov/newbornscreening.html'>screened</a> for many of them, using blood tests. If there is a family history of one of these disorders, parents can get <a href='https://medlineplus.gov/genetictesting.html'>genetic testing</a> to see whether they carry the gene. Other genetic tests can tell whether the fetus has the disorder or carries the gene for the disorder.</p> <p>Treatments may include special diets, supplements, and medicines. Some babies may also need additional treatments, if there are complications. For some disorders, there is no cure, but treatments may help with symptoms.</p>",N,NULL
C0271633,A7594202,AT198115244,NULL,NCI,"A non-neoplastic or neoplastic disorder that affects the endocrine pancreatic tissue (islets of Langerhans). Representative examples include diabetes mellitus and neuroendocrine neoplasms.",N,NULL
C0271633,A1188560,AT51219204,NULL,CSP,"deviation from or interruption of the normal structure or function of the pancreatic islet.",N,NULL
C0011854,A24672588,AT206290605,NULL,HPO,"A chronic condition in which the pancreas produces little or no insulin. Type I diabetes mellitus is manifested by the sudden onset of severe hyperglycemia with rapid progression to diabetic ketoacidosis unless treated with insulin. [HPO:probinson]",N,NULL
C0011854,A21144548,AT220103000,NULL,MEDLINEPLUS,"<p><a href='https://medlineplus.gov/diabetes.html'>Diabetes</a> means your blood glucose, or <a href='https://medlineplus.gov/bloodsugar.html'>blood sugar</a>, levels are too high. With type 1 diabetes, your pancreas does not make insulin. Insulin is a hormone that helps glucose get into your cells to give them energy. Without insulin, too much glucose stays in your blood. Over time, high blood glucose can lead to <a href='https://medlineplus.gov/diabetescomplications.html'>serious problems</a> with your <a href='https://medlineplus.gov/diabeticheartdisease.html'>heart</a>, <a href='https://medlineplus.gov/diabeticeyeproblems.html'>eyes</a>, <a href='https://medlineplus.gov/diabetickidneyproblems.html'>kidneys</a>, <a href='https://medlineplus.gov/diabeticnerveproblems.html'>nerves</a>, and gums and teeth. </p> <p>Type 1 diabetes happens most often in <a href='https://medlineplus.gov/diabetesinchildrenandteens.html'>children</a> and young adults but can appear at any age. Symptoms may include</p> <ul> <li> Being very thirsty </li> <li> Urinating often </li> <li> Feeling very hungry or tired </li> <li> Losing weight without trying </li> <li> Having sores that heal slowly </li> <li> Having dry, itchy skin </li> <li> Losing the feeling in your feet or having tingling in your feet </li> <li> Having blurry eyesight </li> </ul> <p>A blood test can show if you have diabetes. If you do, you will need to take <a href='https://medlineplus.gov/diabetesmedicines.html'>insulin</a> for the rest of your life. A blood test called the <a href='https://medlineplus.gov/a1c.html'>A1C</a> can check to see how well you are managing your diabetes.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,NULL
C0011854,A15565577,AT224191658,NULL,NCI_NICHD,"Diabetes mellitus caused by cell-mediated autoimmune destruction of pancreatic beta cells.",N,NULL
